"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",9.33,0.268,312,2.74,1.08,6,0.5,2.25,24.63,25.5,24.22,399.99,379.26,17.308,22.663,53.89,70.57,300.2,1799,96.92,"GR_Ptre_7"
"2",6.83,0.239,231,2.41,1.05,6,0.5,2.25,22.85,25.11,22.08,300.21,285.19,17.443,22.157,60.74,76.83,300.2,1800,96.91,"GR_Ptre_7"
"3",3.91,0.243,161,2.36,1.02,6,0.5,2.25,22.72,24.91,22.08,200.72,191.99,17.539,22.154,61.62,77.42,300.2,1799,96.91,"GR_Ptre_7"
"4",0.804,0.263,90.5,2.47,0.99,6,0.5,2.25,22.91,24.85,22.48,99.58,97.49,17.485,22.313,60.69,77.11,300.2,1800,96.91,"GR_Ptre_7"
"5",-0.752,0.276,55.8,2.56,0.979,6,0.5,2.25,23.06,24.89,22.67,50.65,51.89,17.499,22.496,60.18,77.02,300.2,1800,96.91,"GR_Ptre_7"
"6",9.16,0.291,318,2.63,0.961,6,0.5,2.25,23.09,24.91,22.67,400.24,379.94,17.583,22.716,60.45,77.62,300.2,1799,96.91,"GR_Ptre_7"
"7",9.57,0.307,317,2.72,0.95,6,0.5,2.25,23.09,24.9,22.67,399.71,378.53,17.493,22.814,60.07,77.96,300.2,1800,96.91,"GR_Ptre_7"
"8",12.4,0.317,492,2.76,0.936,6,0.5,2.25,23.1,24.91,22.67,597.9,570.03,17.58,22.967,60.42,78.44,300.2,1799,96.91,"GR_Ptre_7"
"9",14.6,0.358,681,3,0.915,6,0.5,2.25,23.13,24.94,22.67,800.2,766.42,17.386,23.242,59.3,79.27,300.2,1799,96.92,"GR_Ptre_7"
"10",15.6,0.374,872,3.08,0.904,6,0.5,2.25,23.15,24.98,22.67,999.25,962.12,17.416,23.428,59.34,79.82,300.2,1800,96.92,"GR_Ptre_7"
"11",16.2,0.384,1070,3.13,0.898,6,0.5,2.25,23.16,25.01,22.67,1199.22,1159.57,17.461,23.566,59.44,80.22,300.2,1799,96.92,"GR_Ptre_7"
"12",16.6,0.381,1360,3.09,0.893,6,0.5,2.25,23.17,25.04,22.67,1498.5,1456.35,17.659,23.683,60.39,80.56,300.2,1799,96.92,"GR_Ptre_7"
"13",17.8,0.4,1840,3.16,0.875,6,0.5,2.25,23.14,24.95,22.67,1999.5,1951.52,17.533,23.689,59.76,80.74,300.2,1800,96.92,"GR_Ptre_7"
