"","X","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",1,10.4502644820023,0.136240485098697,234,1.57141014062702,1.19,7.751,0.5,2.25,24.9,25.04,25.09,399.34,370.92,16.41,20.39,51,63.2,300.5,1801,97.95,"BNZ_Pgla_8"
"2",2,7.74093665333505,0.13469229776803,176,1.58689201393369,1.22,7.751,0.5,2.25,24.69,25.16,24.51,300.27,279.14,16.341,20.36,51.44,63.91,300.5,1801,97.95,"BNZ_Pgla_8"
"3",3,4.72197135853438,0.130821829441362,122,1.54044639401368,1.21,7.751,0.5,2.25,24.63,25.05,24.5,199.42,186.49,16.36,20.257,51.76,63.79,300.5,1800,97.95,"BNZ_Pgla_8"
"4",4,1.67204231712037,0.131595923106696,70.5,1.53270545736034,1.2,7.751,0.5,2.25,24.59,24.94,24.51,98.39,93.72,16.262,20.14,51.58,63.57,300.5,1800,97.95,"BNZ_Pgla_8"
"5",5,0.133144110437363,0.131595923106696,46.6,1.52496452070701,1.19,7.751,0.5,2.25,24.55,24.84,24.5,49.76,49.22,16.166,20.016,51.39,63.32,300.5,1801,97.95,"BNZ_Pgla_8"
"6",6,10.5276738485357,0.137788672429364,234,1.64107857050703,1.23,7.751,0.5,2.25,25.12,25.05,25.28,399.67,370.94,15.901,20.047,48.67,61.31,300.5,1800,97.94,"BNZ_Pgla_8"
"7",7,10.1406270158689,0.131595923106696,234,1.59463295058702,1.24,7.751,0.5,2.25,25.15,25.15,25.28,398.59,370.96,16.02,20.05,49.15,61.2,300.5,1800,97.94,"BNZ_Pgla_8"
"8",8,14.5529609082699,0.130047735776029,358,1.57915107728035,1.24,7.751,0.5,2.25,24.78,25.09,24.7,598.49,558.64,15.931,19.922,49.98,62.19,300.5,1799,97.94,"BNZ_Pgla_8"
"9",9,18.8878854341375,0.133144110437363,494,1.62559669720036,1.25,7.751,0.5,2.25,24.77,25.11,24.7,799.95,748.15,15.773,19.887,49.39,62.08,300.5,1801,97.93,"BNZ_Pgla_8"
"10",10,21.4423945297381,0.129273642110695,640,1.56366920397368,1.24,7.751,0.5,2.25,24.73,24.98,24.7,997.45,938.41,15.83,19.784,49.81,61.94,300.5,1801,97.93,"BNZ_Pgla_8"
"11",11,23.9194942588053,0.133144110437363,807,1.60237388724036,1.24,7.751,0.5,2.25,24.71,24.92,24.69,1198.98,1132.63,15.644,19.702,49.17,61.74,300.5,1800,97.93,"BNZ_Pgla_8"
"12",12,25.5450909560057,0.131595923106696,1070,1.59463295058702,1.25,7.751,0.5,2.25,24.73,24.97,24.7,1498.36,1426.69,15.656,19.691,49.2,61.62,300.5,1800,97.93,"BNZ_Pgla_8"
"13",13,26.7836408205393,0.128499548445362,1530,1.58689201393369,1.27,7.751,0.5,2.25,24.79,25.13,24.69,1995.83,1918.97,15.786,19.808,49.5,61.79,300.5,1800,97.93,"BNZ_Pgla_8"
