"","X","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",1,6.66296131614051,0.08603823921743,242,0.987105380168964,1.19,8.996,0.5,2.25,24.14,25.2,23.51,399.5,378.38,17.278,20.187,57.55,67.06,299.6,1800,100.3,"BNZ_Pgla_1"
"2",2,4.93552690084482,0.0873721654068475,185,1.00044464206314,1.18,8.996,0.5,2.25,24.01,25.08,23.32,299.93,284.26,17.109,20.043,57.44,67.11,299.6,1798,100.3,"BNZ_Pgla_1"
"3",3,2.99466429524233,0.088706091596265,130,1.0204535349044,1.19,8.996,0.5,2.25,23.95,25.16,23.12,199.88,190.31,17.095,20.101,57.62,67.56,299.6,1800,100.3,"BNZ_Pgla_1"
"4",4,0.827034237438862,0.0853712761227212,78.9,0.973766118274789,1.18,8.996,0.5,2.25,23.01,25.08,21.71,99.62,96.84,17.202,20.076,61.34,71.39,299.6,1800,100.3,"BNZ_Pgla_1"
"5",5,-0.227434415295687,0.0933748332592263,54.2,0.993775011116051,1.11,8.996,0.5,2.25,23.55,24.84,22.73,50.46,50.99,17.397,20.327,60.02,69.98,299.6,1799,100.3,"BNZ_Pgla_1"
"6",6,6.9364161849711,0.0913739439751,244,0.987105380168964,1.12,8.996,0.5,2.25,23.77,25.03,22.93,399.79,377.81,17.643,20.555,60.08,69.8,299.6,1798,100.3,"BNZ_Pgla_1"
"7",7,6.86971987550022,0.0880391285015562,241,0.967096487327701,1.13,8.996,0.5,2.25,23.33,25.1,22.15,399.41,377.67,17.755,20.596,62.14,71.83,299.6,1799,100.3,"BNZ_Pgla_1"
"8",8,10.9381947532237,0.0933748332592263,360,1.02712316585149,1.14,8.996,0.5,2.25,23,25.27,21.37,599.94,565.4,17.855,20.867,63.51,74.24,299.6,1800,100.3,"BNZ_Pgla_1"
"9",9,13.5393508225878,0.0933748332592263,500,0.947087594486438,1.05,8.996,0.5,2.25,23.01,24.84,21.75,797.48,754.61,18.135,20.924,64.71,74.41,299.6,1799,100.3,"BNZ_Pgla_1"
"10",10,16.7407736771899,0.0947087594486438,634,0.953757225433526,1.05,8.996,0.5,2.25,22.79,24.88,21,999.18,946.15,18.249,21.046,65.84,75.79,299.6,1800,100.3,"BNZ_Pgla_1"
"11",11,19.341929746554,0.102712316585149,803,0.987105380168964,1,8.996,0.5,2.25,23,24.79,21.74,1199.81,1138.3,18.39,21.294,65.47,75.76,299.6,1799,100.3,"BNZ_Pgla_1"
"12",12,22.2098710538017,0.100711427301023,1040,1.00044464206314,1.03,8.996,0.5,2.25,23.35,25.06,22.14,1499.53,1428.59,18.565,21.503,64.67,74.91,299.7,1801,100.3,"BNZ_Pgla_1"
"13",13,24.0106714095153,0.101378390395731,1490,1.00711427301023,1.04,8.996,0.5,2.25,23.42,25.18,22.13,2000.79,1922.93,18.753,21.717,65.13,75.32,299.6,1799,100.3,"BNZ_Pgla_1"
