"","X","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",1,2.6902382782475,0.0230591852421214,158,0.293620292083013,1.23,39.03,0.5,7.2,23.25,25.11,22.04,399.27,353.69,17.217,21.9,58.86,74.55,399.8,1800,97.45,"GR_Pmar_4"
"2",2,1.87548039969254,0.0224442736356649,128,0.276710222905457,1.19,39.03,0.5,7.2,23.02,24.87,22.08,300.35,268.57,17.422,21.824,60.4,75.34,399.8,1800,97.45,"GR_Pmar_4"
"3",3,1.07916986933128,0.0219830899308224,99.4,0.270561106840892,1.19,39.03,0.5,7.2,23,24.87,22.08,200.3,181.95,17.626,21.932,61.14,75.77,399.8,1800,97.44,"GR_Pmar_4"
"4",4,0.186010760953113,0.022598001537279,80.9,0.273635664873174,1.17,39.03,0.5,7.2,23.01,24.92,22.08,99.48,96.03,17.765,22.13,61.33,76.4,399.8,1800,97.44,"GR_Pmar_4"
"5",5,-0.0152344350499616,0.0227517294388932,63.1,0.275172943889316,1.17,39.03,0.5,7.2,23.02,25,22.08,63.28,63.25,17.98,22.349,62.06,77.15,399.8,1800,97.44,"GR_Pmar_4"
"6",6,2.84396617986164,0.0232129131437356,148,0.273635664873174,1.14,39.03,0.5,7.2,22.89,24.91,21.88,400.13,352.29,18.134,22.485,63.08,78.21,399.8,1800,97.44,"GR_Pmar_4"
"7",7,2.75172943889316,0.0233666410453497,157,0.273635664873174,1.13,39.03,0.5,7.2,22.9,24.92,21.88,400.26,353.95,18.188,22.544,63.24,78.39,399.8,1800,97.44,"GR_Pmar_4"
"8",8,4.4119907763259,0.0232129131437356,211,0.26902382782475,1.12,39.03,0.5,7.2,22.75,24.89,21.69,601.1,526.93,18.355,22.64,64.38,79.42,399.8,1800,97.44,"GR_Pmar_4"
"9",9,5.7033051498847,0.0224442736356649,279,0.25826287471176,1.11,39.03,0.5,7.2,22.76,24.92,21.69,797.08,701.4,18.669,22.784,65.7,79.89,399.8,1800,97.44,"GR_Pmar_4"
"10",10,7.11760184473482,0.0229054573405073,363,0.262874711760184,1.11,39.03,0.5,7.2,22.77,24.95,21.69,1000.39,880.85,18.728,22.896,65.62,80.23,399.8,1800,97.44,"GR_Pmar_4"
"11",11,8.19369715603382,0.0224442736356649,456,0.25826287471176,1.11,39.03,0.5,7.2,22.79,25,21.69,1200.91,1063.23,18.862,22.974,66.01,80.41,399.8,1800,97.44,"GR_Pmar_4"
"12",12,9.28516525749423,0.0218293620292083,635,0.250576479631053,1.11,39.03,0.5,7.2,22.67,24.99,21.5,1501.1,1344.45,19.012,22.999,67.04,81.1,399.8,1800,97.43,"GR_Pmar_4"
"13",13,10.3612605687932,0.0213681783243659,1010,0.242890084550346,1.1,39.03,0.5,7.2,22.53,24.95,21.3,1999.1,1823.35,19.204,23.055,68.25,81.94,399.8,1800,97.43,"GR_Pmar_4"
