"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",15.2,0.427,295,3.85,1.02,6,0.5,2.25,23.88,25.03,23.51,399.7,366.5,14.645,22.19,48.35,72.83,299.6,1800,97.59,"BNZ_Pbal_5"
"2",11.6,0.432,220,3.82,1,6,0.5,2.25,23.82,24.91,23.52,299.34,274.1,14.69,22.162,48.67,73,299.6,1799,97.59,"BNZ_Pbal_5"
"3",7.26,0.441,150,3.82,0.982,6,0.5,2.25,23.76,24.78,23.6,199.84,183.89,14.632,22.103,48.38,73.08,299.6,1801,97.58,"BNZ_Pbal_5"
"4",2.4,0.429,82.1,3.79,0.999,6,0.5,2.25,24.14,24.91,24.11,99.53,94.01,14.744,22.166,47.92,71.63,299.6,1800,97.58,"BNZ_Pbal_5"
"5",0.0161,0.41,48.4,3.67,1,6,0.5,2.25,24.16,24.93,24.11,49.68,49.29,14.965,22.151,48.77,71.49,299.6,1800,97.58,"BNZ_Pbal_5"
"6",16.5,0.4,281,3.64,1.02,6,0.5,2.25,24.19,24.97,24.12,398.56,362.8,15,22.125,48.78,71.27,299.6,1800,97.58,"BNZ_Pbal_5"
"7",17.1,0.397,277,3.64,1.02,6,0.5,2.25,24.21,25.03,24.11,398.6,361.77,15.031,22.151,48.82,71.26,299.6,1799,97.58,"BNZ_Pbal_5"
"8",26,0.386,411,3.57,1.03,6,0.5,2.25,24.22,25.03,24.11,597.86,542.01,15.102,22.098,49.01,71.04,299.6,1799,97.58,"BNZ_Pbal_5"
"9",32.4,0.378,560,3.53,1.04,6,0.5,2.25,24.24,25.05,24.11,797.56,727.57,15.159,22.071,49.15,70.9,299.6,1801,97.58,"BNZ_Pbal_5"
"10",38.1,0.384,721,3.58,1.04,6,0.5,2.25,24.22,25,24.11,999.86,917.04,14.935,21.954,48.02,70.59,299.6,1799,97.58,"BNZ_Pbal_5"
"11",42.1,0.373,884,3.54,1.05,6,0.5,2.25,24.24,25.07,24.11,1199.59,1107.4,15.02,21.956,48.22,70.49,299.6,1801,97.57,"BNZ_Pbal_5"
"12",43.2,0.351,1150,3.36,1.05,6,0.5,2.25,24.24,25.05,24.11,1496.56,1400.53,15.325,21.907,49.64,70.35,299.6,1801,97.57,"BNZ_Pbal_5"
"13",45.7,0.346,1620,3.31,1.05,6,0.5,2.25,24.23,25,24.11,1994.72,1890.72,15.352,21.843,49.76,70.19,299.6,1800,97.57,"BNZ_Pbal_5"
