"","X","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",1,0.939388082998095,0.00508328689392335,91.10868877,0.148579967817065,2.778007058,4.723,0.5,2.25,30.72921181,35.26662445,29.28455162,400.2799988,398.7088928,29.54932213,29.77611732,65.99888611,66.50543976,300.2038879,1799.770874,99.21704102,"Horizontes_Ssam_1"
"2",2,0.435030630107982,0.0071629049333051,190.612423,0.203462925682829,2.702346725,4.723,0.5,2.25,30.47106934,35.04614639,29.35662079,299.9284363,299.1482849,29.52998924,29.84052849,66.93171692,67.63558197,300.2132568,1799.335815,99.20986176,"Horizontes_Ssam_1"
"3",3,0.0815275693415202,0.00826458649163667,175.4054014,0.232674792716494,2.679578047,4.723,0.5,2.25,30.50898361,34.98276901,29.55748367,199.8985443,199.6971741,29.51575851,29.87089157,66.75263214,67.55579376,300.1965637,1799.0896,99.20714569,"Horizontes_Ssam_1"
"4",4,-0.508456653398264,0.0119914325640483,162.8645466,0.330433961465171,2.626512542,4.723,0.5,2.25,30.63674164,34.83966827,30.01470375,99.85958862,100.6072006,29.45352173,29.95779228,66.12410736,67.25621796,300.2131042,1800.809326,99.20297241,"Horizontes_Ssam_1"
"5",5,-0.593927692568283,0.0180893978403557,104.8341826,0.500063420707178,2.639930177,4.723,0.5,2.25,31.31881142,34.93439484,30.85150719,54.69314957,55.58374786,29.35608673,30.1190567,63.39222717,65.03980255,300.22995,1799.830566,99.2047348,"Horizontes_Ssam_1"
"6",6,3.01778479652763,0.0203622710141859,144.3505248,0.566283123861952,2.657639171,4.723,0.5,2.25,31.40797424,35.00941849,30.84812737,400.0967712,394.9972839,29.31139183,30.17538834,62.97848892,64.83487701,300.215271,1799.276245,99.20928955,"Horizontes_Ssam_1"
"7",7,3.10334023332628,0.020976702519585,144.5628107,0.582954060978192,2.65626556,4.723,0.5,2.25,31.41625023,35.01727295,30.84947205,400.069458,394.8250732,29.3241024,30.21351624,62.97719955,64.8873291,300.2095642,1798.845581,99.21092224,"Horizontes_Ssam_1"
"8",8,5.39854247385137,0.0228375524031336,192.6472112,0.629442706330722,2.636366796,4.723,0.5,2.25,31.404953,34.96067047,30.84924316,599.928772,590.850708,29.27484512,30.23514366,62.9130249,64.97674561,300.2163391,1800.065308,99.21283722,"Horizontes_Ssam_1"
"9",9,8.05417026974381,0.0240333563413085,224.2838782,0.657324895617193,2.617374773,4.723,0.5,2.25,31.4029007,34.91110992,30.84860039,800.1066284,786.6219482,29.26839828,30.27122879,62.90561676,65.06096649,300.2069702,1799.990845,99.21144104,"Horizontes_Ssam_1"
"10",10,9.8774360745289,0.022912224010163,261.6752662,0.629196137200932,2.626777006,4.723,0.5,2.25,31.41595459,34.93937302,30.85078812,1000.228455,983.7155151,29.30589104,30.26578522,62.93835449,64.99985504,300.2156677,1799.195068,99.20967102,"Horizontes_Ssam_1"
"11",11,10.9952898865128,0.0210640817277154,307.4696463,0.589257666313784,2.673208918,4.723,0.5,2.25,31.56271935,35.10197449,31.04737282,1199.852661,1181.459351,29.41391563,30.31284904,62.6418457,64.55627441,300.2114868,1799.477783,99.2033844,"Horizontes_Ssam_1"
"12",12,12.7131317086598,0.0167485890323947,219.840089,0.471558749523608,2.686285823,4.723,0.5,2.25,30.98893738,35.09513092,30.06065369,1499.977783,1478.87854,29.44405556,30.16359711,64.77801514,66.36103821,300.190094,1799.564331,99.18941498,"Horizontes_Ssam_1"
"13",13,13.9571959856024,0.014115524031336,336.5271112,0.388282788058437,2.622668779,4.723,0.5,2.25,30.78098106,34.88790894,30.01409149,1999.548706,1976.383301,29.56300354,30.15544701,65.80812073,67.12691498,300.2073364,1799.147827,99.17731476,"Horizontes_Ssam_1"
