"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",4.56,1.08,371,6.71,0.891,6,0.5,2.25,27.52,24.51,28.76,399.87,385.59,8.982,22.098,24.21,59.56,300.2,1801,99.46,"UMBS_Pstr_3"
"2",3.03,0.932,278,6.8,0.998,6,0.5,2.25,28.02,25.09,29.11,299.69,289.69,8.813,22.099,23.07,57.85,300.2,1799,99.46,"UMBS_Pstr_3"
"3",1.2,0.88,188,6.78,1.04,6,0.5,2.25,26.27,25.2,26.37,199.32,194.29,8.656,21.915,25.11,63.57,300.2,1799,99.46,"UMBS_Pstr_3"
"4",-0.62,0.887,99.3,6.73,1.02,6,0.5,2.25,25.77,25.09,25.78,99.47,99.37,8.69,21.847,25.96,65.28,300.2,1799,99.46,"UMBS_Pstr_3"
"5",-1.64,0.876,55.7,6.71,1.03,6,0.5,2.25,25.74,25.14,25.79,49.98,52.55,8.764,21.881,26.23,65.49,300.2,1800,99.47,"UMBS_Pstr_3"
"6",4.9,0.841,367,6.57,1.04,6,0.5,2.25,25.21,25.1,25,400.04,385.19,8.89,21.73,27.47,67.14,300.2,1799,99.47,"UMBS_Pstr_3"
"7",4.63,0.809,367,6.38,1.04,6,0.5,2.25,25.17,25.09,25,399.82,385.63,9.216,21.702,29.11,67.2,300.2,1800,99.47,"UMBS_Pstr_3"
"8",7.87,0.783,546,6.23,1.04,6,0.5,2.25,25.11,24.98,25,598.84,575.94,9.312,21.488,29.5,66.77,300.2,1801,99.46,"UMBS_Pstr_3"
"9",10.9,0.736,726,6.01,1.05,6,0.5,2.25,25,24.72,25.05,799.82,768.78,9.121,20.888,28.53,65.36,300.2,1801,99.46,"UMBS_Pstr_3"
"10",13.7,0.632,901,5.74,1.13,6,0.5,2.25,26.71,24.74,27.77,999.14,960.79,8.899,20.14,25.16,56.94,300.2,1801,99.46,"UMBS_Pstr_3"
"11",15.9,0.594,1080,5.81,1.2,6,0.5,2.25,27.07,25.1,27.94,1200.62,1155.46,8.737,20.116,24.19,55.68,300.2,1800,99.46,"UMBS_Pstr_3"
"12",18,0.579,1360,5.85,1.23,6,0.5,2.25,25.84,25.27,25.93,1500.28,1447.39,8.641,20.105,25.71,59.81,300.2,1799,99.45,"UMBS_Pstr_3"
"13",20.5,0.583,1830,5.74,1.2,6,0.5,2.25,24.97,25.04,24.82,2000.03,1936.83,8.751,19.99,27.42,62.63,300.2,1799,99.44,"UMBS_Pstr_3"
