"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",3.39,0.0525,279,0.754,1.42,6,0.5,2.25,23.98,25.02,23.92,399.35,391.97,16.22,17.704,53.95,58.77,299.6,1800,99.32,"Blandy_Iopa_11"
"2",2.34,0.0526,216,0.762,1.44,6,0.5,2.25,24.16,25.09,24.31,299.65,294.51,16.215,17.714,53.37,58.19,299.6,1800,99.32,"Blandy_Iopa_11"
"3",1.07,0.0521,159,0.751,1.43,6,0.5,2.25,23.7,25.03,23.52,199.41,196.98,16.187,17.666,54.72,59.64,299.6,1800,99.31,"Blandy_Iopa_11"
"4",-0.198,0.0522,104,0.732,1.39,6,0.5,2.25,23.27,24.79,22.94,100.08,100.33,16.183,17.624,56.14,61.05,299.6,1800,99.31,"Blandy_Iopa_11"
"5",-0.778,0.0541,73.4,0.753,1.38,6,0.5,2.25,23.19,24.74,22.94,49.82,51.3,16.136,17.617,56.16,61.32,299.6,1800,99.31,"Blandy_Iopa_11"
"6",3.47,0.0549,283,0.744,1.35,6,0.5,2.25,23.57,24.56,23.52,401.08,393.55,16.166,17.63,55.1,59.98,299.6,1800,99.31,"Blandy_Iopa_11"
"7",3.4,0.0534,280,0.756,1.4,6,0.5,2.25,23.75,24.88,23.73,399.42,392.03,16.158,17.646,54.49,59.39,299.6,1800,99.31,"Blandy_Iopa_11"
"8",5.5,0.0533,408,0.763,1.42,6,0.5,2.25,23.66,24.95,23.53,600.36,588.44,16.122,17.623,54.65,59.65,299.6,1800,99.31,"Blandy_Iopa_11"
"9",7.15,0.0525,546,0.759,1.43,6,0.5,2.25,23.82,25.01,23.72,799.44,783.93,16.119,17.612,54.12,59.04,299.6,1800,99.31,"Blandy_Iopa_11"
"10",8.33,0.0512,698,0.736,1.42,6,0.5,2.25,23.53,24.93,23.33,1000.87,982.74,16.111,17.559,55.02,59.87,299.6,1800,99.3,"Blandy_Iopa_11"
"11",9.29,0.05,854,0.722,1.43,6,0.5,2.25,23.51,24.94,23.33,1200.66,1180.35,16.095,17.515,55.04,59.81,299.6,1800,99.3,"Blandy_Iopa_11"
"12",10.5,0.0497,1100,0.728,1.45,6,0.5,2.25,23.9,25.04,23.92,1500.78,1477.52,16.05,17.483,53.59,58.31,299.6,1800,99.29,"Blandy_Iopa_11"
"13",11.6,0.047,1530,0.695,1.46,6,0.5,2.25,23.71,25.06,23.52,1999.08,1973.01,16.05,17.419,54.22,58.76,299.6,1800,99.27,"Blandy_Iopa_11"
