"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",15.4,0.273,261,3.05,1.2,6,0.5,2.25,24.68,25.52,24.98,399.29,366.31,15.114,21.089,47.74,66.61,300.2,1800,98.55,"UMBS_Pgra_4"
"2",11.5,0.275,195,2.88,1.13,6,0.5,2.25,22.43,25.12,21.49,297.93,273.43,15.411,21.046,56.16,76.12,300.2,1799,98.55,"UMBS_Pgra_4"
"3",7.32,0.316,140,3.05,1.06,6,0.5,2.25,22.43,24.94,21.69,200.15,184.41,15.458,21.424,56.35,77.48,300.2,1799,98.55,"UMBS_Pgra_4"
"4",2.42,0.351,80.3,3.21,1.02,6,0.5,2.25,22.5,24.75,22.09,99.77,94.32,15.204,21.486,54.8,77.44,300.2,1801,98.55,"UMBS_Pgra_4"
"5",-0.331,0.331,51.6,3.13,1.04,6,0.5,2.25,23.08,24.91,22.9,50.36,50.71,15.393,21.517,54,74.87,300.2,1801,98.55,"UMBS_Pgra_4"
"6",16,0.311,268,3.13,1.1,6,0.5,2.25,23.23,25.16,22.87,399.58,365.36,15.318,21.439,53.24,73.9,300.2,1800,98.55,"UMBS_Pgra_4"
"7",15.9,0.299,264,3.07,1.12,6,0.5,2.25,23.02,25.19,22.47,398.75,364.74,15.281,21.293,53.78,74.35,300.2,1800,98.55,"UMBS_Pgra_4"
"8",22.2,0.265,395,2.88,1.17,6,0.5,2.25,22.47,25.1,21.69,599.26,551.68,14.989,20.625,54.1,74.45,300.2,1800,98.55,"UMBS_Pgra_4"
"9",25,0.217,533,2.54,1.23,6,0.5,2.25,22.39,25.1,21.69,799.75,746.02,14.958,19.934,54.24,72.29,300.2,1800,98.55,"UMBS_Pgra_4"
"10",26.8,0.191,683,2.35,1.28,6,0.5,2.25,22.38,25.14,21.7,999,940.97,14.946,19.552,54.26,70.98,300.2,1800,98.55,"UMBS_Pgra_4"
"11",27.3,0.166,838,2.1,1.3,6,0.5,2.25,22.34,25.04,21.7,1197.92,1138.56,15.004,19.118,54.84,69.57,300.2,1800,98.55,"UMBS_Pgra_4"
"12",27.8,0.143,1080,1.89,1.35,6,0.5,2.25,22.34,25.07,21.69,1497.63,1436.73,15.021,18.721,54.94,68.13,300.2,1800,98.56,"UMBS_Pgra_4"
"13",28.9,0.14,1550,1.9,1.38,6,0.5,2.25,22.22,25.17,21.45,1998.9,1933.83,14.837,18.556,54.36,68.01,300.2,1800,98.56,"UMBS_Pgra_4"
