"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",15.9,0.256,251,2.84,1.18,6,0.5,2.25,23.77,25.21,23.48,400.04,366.21,15.153,20.703,50.47,68.95,300.2,1799,98.38,"UMBS_Qrub_4"
"2",11.4,0.249,191,2.72,1.16,6,0.5,2.25,23.48,25.04,23.26,299.91,275.63,15.237,20.566,51.84,69.7,300.2,1799,98.38,"UMBS_Qrub_4"
"3",6.69,0.241,135,2.61,1.15,6,0.5,2.25,23.43,24.95,23.26,200.45,186.12,15.418,20.532,52.75,69.78,300.2,1799,98.38,"UMBS_Qrub_4"
"4",2.08,0.256,78.8,2.72,1.13,6,0.5,2.25,23.42,24.92,23.26,99.29,94.63,15.359,20.679,52.54,70.35,300.2,1799,98.37,"UMBS_Qrub_4"
"5",-0.297,0.271,51.3,2.8,1.11,6,0.5,2.25,23.41,24.88,23.26,49.95,50.26,15.367,20.841,52.6,70.93,300.2,1799,98.37,"UMBS_Qrub_4"
"6",15.8,0.287,263,2.87,1.08,6,0.5,2.25,23.54,24.87,23.45,399.63,366.02,15.465,21.089,52.61,71.22,300.2,1799,98.37,"UMBS_Qrub_4"
"7",16.2,0.299,263,2.96,1.07,6,0.5,2.25,23.55,24.88,23.45,399.34,364.87,15.374,21.163,52.2,71.43,300.2,1800,98.37,"UMBS_Qrub_4"
"8",22.2,0.28,402,2.9,1.12,6,0.5,2.25,23.56,24.96,23.45,598.69,551.12,15.226,20.902,51.37,70.53,300.2,1800,98.38,"UMBS_Qrub_4"
"9",19.6,0.12,470,1.67,1.4,6,0.5,2.25,23.14,25.25,22.66,799.54,757.77,15.264,18.542,52.8,64.16,300.2,1799,98.38,"UMBS_Qrub_4"
"10",17.6,0.0749,556,1.12,1.49,6,0.5,2.25,22.56,25.14,21.88,999.34,962,15.284,17.488,54.75,62.66,300.2,1800,98.38,"UMBS_Qrub_4"
"11",17.3,0.0543,621,0.833,1.51,6,0.5,2.25,22.38,24.97,21.89,1200.23,1163.72,15.299,16.937,55.43,61.36,300.2,1800,98.39,"UMBS_Qrub_4"
"12",21.9,0.0515,731,0.78,1.49,6,0.5,2.25,22.46,24.85,22.09,1498.39,1452.33,15.372,16.906,55.55,60.97,300.2,1800,98.39,"UMBS_Qrub_4"
"13",24.7,0.0461,1040,0.716,1.52,6,0.5,2.25,22.63,24.94,22.28,1998.72,1946.55,15.325,16.732,54.68,59.71,300.2,1799,98.39,"UMBS_Qrub_4"
