"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",3.4,0.048,268,0.767,1.58,6,0.5,2.25,25.04,25.02,25.29,399.12,391.7,14.603,16.114,45.59,50.22,299.6,1801,99.33,"UMBS_Fgra_6"
"2",2.6,0.0549,211,0.828,1.5,6,0.5,2.25,24.51,24.67,24.57,299.92,294.22,14.675,16.306,47.21,52.46,299.6,1801,99.34,"UMBS_Fgra_6"
"3",1.62,0.0646,151,0.981,1.51,6,0.5,2.25,25.04,24.98,25.29,199.91,196.27,14.789,16.721,46.18,52.11,299.6,1800,99.34,"UMBS_Fgra_6"
"4",0.376,0.0846,89.1,1.26,1.5,6,0.5,2.25,25.6,25.22,26.07,99.8,98.79,14.823,17.312,44.69,52.19,299.6,1800,99.34,"UMBS_Fgra_6"
"5",-0.313,0.108,53.7,1.46,1.37,6,0.5,2.25,24.86,24.79,24.73,49.51,50,14.916,17.793,47,56.06,299.6,1799,99.34,"UMBS_Fgra_6"
"6",4.6,0.116,315,1.52,1.33,6,0.5,2.25,24.64,24.76,24.69,399.59,389.2,15.124,18.11,48.42,57.8,299.6,1800,99.34,"UMBS_Fgra_6"
"7",4.65,0.106,308,1.42,1.37,6,0.5,2.25,24.68,24.85,24.69,399.62,389.19,15.176,17.977,48.48,57.26,299.6,1800,99.34,"UMBS_Fgra_6"
"8",6.31,0.0838,450,1.18,1.42,6,0.5,2.25,24.82,24.91,24.9,599.95,585.93,15.236,17.564,48.22,55.46,299.6,1800,99.34,"UMBS_Fgra_6"
"9",7.68,0.0663,576,0.986,1.48,6,0.5,2.25,24.86,25.07,24.9,799.78,782.84,15.258,17.198,48.1,54.18,299.6,1800,99.34,"UMBS_Fgra_6"
"10",8.31,0.0539,710,0.809,1.49,6,0.5,2.25,24.62,24.97,24.49,1000.16,981.93,15.349,16.943,49.14,54.15,299.6,1799,99.34,"UMBS_Fgra_6"
"11",8.89,0.0434,825,0.623,1.42,6,0.5,2.25,23.91,24.43,23.51,1200.84,1181.56,15.413,16.639,51.4,55.49,299.6,1799,99.35,"UMBS_Fgra_6"
"12",8.73,0.0301,983,0.454,1.48,6,0.5,2.25,24.21,24.66,23.85,1501.04,1482.21,15.532,16.427,50.84,53.78,299.6,1799,99.35,"UMBS_Fgra_6"
"13",9.1,0.0215,1260,0.327,1.49,6,0.5,2.25,24.52,24.64,24.51,1999.54,1980.01,15.64,16.285,50.29,52.37,299.6,1801,99.35,"UMBS_Fgra_6"
