"","X","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",1,13.7351320083031,0.232001446808511,257.9719984,4.15431293201868,1.881093592,5.781,0.5,2.25,31.36577225,31.55465508,31.55957031,399.9429321,370.5235291,20.17469025,27.95248222,43.4795723,60.24190903,300.1465454,1799.738403,99.27339172,"Horizontes_Aadi_3"
"2",2,7.50080326414115,0.133279745718734,181.4633307,2.8200475256876,2.139541708,5.781,0.5,2.25,29.93764496,31.66027069,29.08319855,300.1681519,284.1767273,20.33862305,25.63128281,47.56109238,59.93777466,300.1295471,1799.573242,99.27271271,"Horizontes_Aadi_3"
"3",3,3.52183995121951,0.107632583290088,131.9911393,2.3703559522574,2.204810247,5.781,0.5,2.25,29.78647041,31.61624527,29.09423256,200.0122833,192.3506012,20.40354919,24.85565948,48.13026047,58.63241577,300.1369934,1799.027588,99.27437592,"Horizontes_Aadi_3"
"4",4,0.518588776336274,0.0952133004670472,86.11169614,2.13760652101713,2.236764723,5.781,0.5,2.25,29.73501396,31.59375,29.09454918,99.96781158,98.56315613,20.45710945,24.47356987,48.3999939,57.9026413,300.1416626,1799.221191,99.27497864,"Horizontes_Aadi_3"
"5",5,-0.475816487804878,0.0956712039439543,65.85234199,2.12978174987026,2.218365015,5.781,0.5,2.25,29.71580124,31.56986046,29.09532928,59.2638092,59.9344101,20.59286118,24.59409714,48.77726746,58.25479126,300.1437378,1799.63208,99.2794342,"Horizontes_Aadi_3"
"6",6,9.2006129071095,0.0991696284379865,216.0199765,2.18560502023871,2.199165771,5.781,0.5,2.25,29.73020744,31.56685448,29.09611511,400.0900879,380.76474,20.67378235,24.77940559,48.92848587,58.64523697,300.122406,1798.717651,99.27970123,"Horizontes_Aadi_3"
"7",7,8.7105592672548,0.0921674582252206,214.3776926,2.0394499522574,2.202110241,5.781,0.5,2.25,29.69710159,31.49745941,29.09258461,399.8852844,381.6073608,20.7331543,24.56515503,49.16257477,58.2490387,300.1156921,1801.091797,99.27965546,"Horizontes_Aadi_3"
"8",8,11.9268792008303,0.0748169745718734,296.7085888,1.72210009237156,2.274633489,5.781,0.5,2.25,29.68646812,31.57677269,29.0962677,600.145874,575.2651978,20.8087368,24.0459404,49.37151718,57.05221939,300.1378174,1798.634155,99.27866364,"Horizontes_Aadi_3"
"9",9,12.0421423559938,0.0505297239231967,364.0127061,1.22775926414115,2.377966653,5.781,0.5,2.25,29.39215851,31.6188488,28.6231842,799.9629517,774.9354858,20.80715752,23.11732674,50.21246338,55.78743744,300.133728,1799.658936,99.27896118,"Horizontes_Aadi_3"
"10",10,13.5852227088739,0.0451041785158277,453.3926116,1.10825170420343,2.399506722,5.781,0.5,2.25,29.36658859,31.60663033,28.62730217,999.9962158,971.7540894,20.782547,22.868433,50.22558212,55.26658249,300.1261597,1798.605957,99.27590179,"Horizontes_Aadi_3"
"11",11,14.8273653347172,0.040139493513233,535.0599914,0.992294981837052,2.409437834,5.781,0.5,2.25,29.26465416,31.57761002,28.46699715,1199.784424,1168.989014,20.82315063,22.69117355,50.62025452,55.16134262,300.118927,1799.912842,99.2749939,"Horizontes_Aadi_3"
"12",12,14.5817121743643,0.0321131209133368,690.8026196,0.805153887908666,2.435784011,5.781,0.5,2.25,28.90069771,31.5717411,27.8809185,1500.086182,1469.720459,20.89411736,22.41020203,51.87303543,55.63695908,300.1339111,1799.8125,99.27472687,"Horizontes_Aadi_3"
"13",13,16.3837662272963,0.0279200083030618,958.8112591,0.69555401141671,2.416516486,5.781,0.5,2.25,28.8345623,31.44977951,27.88101578,2000.40271,1966.212769,20.9703598,22.28017998,52.26211929,55.52643585,300.1487732,1800.516357,99.27468872,"Horizontes_Aadi_3"
