"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",41.1,0.481,146,5.24,1.26,6,0.5,2.25,23.76,25.16,22.65,397.57,312.15,9.673,19.931,32.57,66.05,300.1,1799,97.84,"KBS_Zmay_2"
"2",34.3,0.487,91.4,5.19,1.24,6,0.5,2.25,23.62,24.96,22.66,299.16,228.23,9.611,19.783,32.5,66.14,300.2,1799,97.84,"KBS_Zmay_2"
"3",25.7,0.562,55.8,5.47,1.16,6,0.5,2.25,23.6,24.9,22.67,199.48,146.54,9.759,20.465,33.04,68.46,300.2,1800,97.83,"KBS_Zmay_2"
"4",14.1,0.666,26.5,5.8,1.07,6,0.5,2.25,23.63,24.92,22.66,98.66,69.74,10.026,21.367,34.07,71.37,300.2,1799,97.82,"KBS_Zmay_2"
"5",7.34,0.741,13.5,6.02,1.03,6,0.5,2.25,23.65,24.96,22.66,49.37,34.27,10.151,21.919,34.45,73.09,300.1,1799,97.82,"KBS_Zmay_2"
"6",0.625,0.824,2.92,6.27,0.988,6,0.5,2.25,23.68,25,22.67,5.88,4.58,10.167,22.411,34.29,74.61,300.1,1800,97.81,"KBS_Zmay_2"
"7",42.4,0.827,198,6.08,0.956,6,0.5,2.25,23.43,25.07,22.07,398.54,309.97,10.976,22.857,37.7,77.24,300.1,1799,97.82,"KBS_Zmay_2"
"8",42.8,0.809,194,5.99,0.956,6,0.5,2.25,23.41,25.04,22.08,397.68,308.39,11.118,22.81,38.23,77.2,300.1,1799,97.82,"KBS_Zmay_2"
"9",44.9,0.752,374,5.86,0.989,6,0.5,2.25,23.51,25.1,22.27,599.53,504.23,11.162,22.578,37.56,75.98,301,1799,97.83,"KBS_Zmay_2"
"10",45.8,0.557,530,5.17,1.1,6,0.5,2.25,23.5,25.18,22.27,799.97,701.13,11.467,21.582,38.59,72.65,300.1,1800,97.81,"KBS_Zmay_2"
