"","X","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",1,5.36520584329349,0.0730411686586985,263,1.04913678618858,1.43,4.518,0.5,2.25,24.96,25.04,24.68,399.82,391.11,16.185,17.739,50.74,55.53,299.6,1799,99.33,"BNZ_Pmar_5"
"2",2,3.98406374501992,0.0747675962815405,201,1.0199203187251,1.35,4.518,0.5,2.25,25.38,24.82,25.68,300.05,293.6,16.533,18.044,50.56,55.1,299.6,1800,99.33,"BNZ_Pmar_5"
"3",3,2.37715803452855,0.0754316069057105,141,1.01859229747676,1.34,4.518,0.5,2.25,25.54,24.89,25.87,199.86,195.97,16.791,18.299,50.87,55.36,299.6,1801,99.33,"BNZ_Pmar_5"
"4",4,0.543160690571049,0.0770252324037185,84.9,1.03718459495352,1.34,4.518,0.5,2.25,25.55,24.92,25.87,99.4,98.42,16.865,18.401,51.06,55.63,299.6,1801,99.33,"BNZ_Pmar_5"
"5",5,-0.308100929614874,0.0779548472775565,55.7,1.05179282868526,1.34,4.518,0.5,2.25,25.56,24.94,25.87,50.05,50.43,16.844,18.401,50.98,55.61,299.6,1801,99.33,"BNZ_Pmar_5"
"6",6,5.81673306772908,0.0776892430278885,261,1.04913678618858,1.34,4.518,0.5,2.25,25.56,24.96,25.87,400.16,390.77,16.867,18.42,51.03,55.65,299.6,1801,99.33,"BNZ_Pmar_5"
"7",7,5.56440903054449,0.0767596281540505,264,1.03054448871182,1.33,4.518,0.5,2.25,25.55,24.92,25.87,399.15,390.15,16.898,18.424,51.18,55.7,299.6,1801,99.33,"BNZ_Pmar_5"
"8",8,8.32669322709163,0.0775564409030545,400,1.04515272244356,1.34,4.518,0.5,2.25,25.57,24.97,25.87,600.12,586.64,16.921,18.467,51.18,55.77,299.6,1800,99.32,"BNZ_Pmar_5"
"9",9,10.8366533864542,0.0730411686586985,526,0.976095617529881,1.33,4.518,0.5,2.25,25.61,25.07,25.87,800.26,782.78,17.358,18.802,52.36,56.64,299.6,1799,99.32,"BNZ_Pmar_5"
"10",10,12.7622841965471,0.0713147410358566,670,0.928286852589641,1.29,4.518,0.5,2.25,25.64,25.14,25.87,1000.23,979.61,17.934,19.307,53.99,58.06,299.6,1799,99.32,"BNZ_Pmar_5"
"11",11,13.9442231075697,0.0699867197875166,830,0.875166002656043,1.24,4.518,0.5,2.25,25.52,25.12,25.67,1199.47,1176.85,18.476,19.77,56.02,59.88,299.6,1801,99.32,"BNZ_Pmar_5"
"12",12,15.4050464807437,0.0682602921646746,1080,0.811420982735724,1.18,4.518,0.5,2.25,25.51,25.08,25.67,1500.21,1475.25,19.132,20.331,58.03,61.6,299.6,1800,99.31,"BNZ_Pmar_5"
"13",13,16.6002656042497,0.0734395750332005,1570,0.847277556440903,1.14,4.518,0.5,2.25,25.53,25.13,25.67,1999.21,1971.63,19.508,20.759,59.11,62.84,299.6,1799,99.31,"BNZ_Pmar_5"
