"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",10,0.138,249,1.96,1.45,6,0.5,2.25,24.8,25.26,24.42,400.21,378.66,14.263,18.126,44.64,56.73,299.6,1799,98.36,"KBS_Asac_2"
"2",7.33,0.141,191,1.89,1.36,6,0.5,2.25,23.39,24.78,22.73,300.2,284.45,14.31,18.023,48.95,61.39,299.6,1800,98.36,"KBS_Asac_2"
"3",4.49,0.15,135,1.99,1.36,6,0.5,2.25,24.02,24.8,23.92,199.37,189.62,14.242,18.152,46.92,59.54,299.6,1800,98.37,"KBS_Asac_2"
"4",1.54,0.163,78.4,2.14,1.34,6,0.5,2.25,24.07,24.81,23.91,99.91,96.41,14.084,18.285,46.06,59.79,299.6,1800,98.37,"KBS_Asac_2"
"5",-0.0866,0.182,49.3,2.29,1.3,6,0.5,2.25,24.67,24.72,24.91,49.61,49.55,14.019,18.527,44.25,58.47,299.6,1799,98.36,"KBS_Asac_2"
"6",11,0.193,272,2.38,1.29,6,0.5,2.25,23.91,24.68,23.73,400.26,376.51,13.961,18.642,46.1,61.55,299.6,1800,98.37,"KBS_Asac_2"
"7",10.7,0.184,270,2.32,1.31,6,0.5,2.25,23.95,24.8,23.72,399.73,376.49,14.061,18.626,46.57,61.38,299.6,1800,98.37,"KBS_Asac_2"
"8",15.1,0.169,405,2.21,1.34,6,0.5,2.25,23.86,24.82,23.73,599.7,567.05,13.961,18.305,46.26,60.66,299.6,1799,98.38,"KBS_Asac_2"
"9",17.2,0.132,529,1.84,1.41,6,0.5,2.25,23.74,24.82,23.36,800.32,763.03,13.999,17.618,46.7,58.78,299.6,1800,98.38,"KBS_Asac_2"
"10",18.3,0.106,651,1.55,1.47,6,0.5,2.25,23.88,24.87,23.57,999.74,960.07,14.032,17.081,46.43,56.52,299.6,1800,98.38,"KBS_Asac_2"
"11",18.1,0.0799,763,1.26,1.57,6,0.5,2.25,24.05,25.11,23.43,1199.93,1160.81,14.079,16.567,46.09,54.24,299.6,1800,98.38,"KBS_Asac_2"
"12",17,0.0537,915,0.876,1.6,6,0.5,2.25,23.1,24.92,22.34,1501.14,1464.44,14.144,15.871,49.03,55.03,299.6,1799,98.38,"KBS_Asac_2"
"13",16.8,0.0385,1210,0.638,1.62,6,0.5,2.25,23.14,24.78,22.55,2000.03,1963.81,14.187,15.444,49.1,53.45,299.6,1800,98.39,"KBS_Asac_2"
