"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",7.3,0.0787,224,0.926,1.18,6,0.5,2.25,24.99,25.13,25.08,397.77,382.44,18.436,20.253,58.11,63.61,299.6,1800,99.83,"Blandy_Mvir_5"
"2",5.71,0.0887,177,1.04,1.19,6,0.5,2.25,25.04,25.2,25.09,299.68,287.64,18.272,20.32,57.34,63.65,299.6,1800,99.83,"Blandy_Mvir_5"
"3",3.57,0.0992,129,1.13,1.16,6,0.5,2.25,24.78,25.11,24.69,199.53,191.94,18.27,20.486,58.23,65.16,299.6,1801,99.83,"Blandy_Mvir_5"
"4",0.947,0.121,82.9,1.29,1.09,6,0.5,2.25,24.86,24.94,24.9,99.71,97.56,18.26,20.79,57.94,65.82,299.6,1800,99.82,"Blandy_Mvir_5"
"5",-0.509,0.145,55.4,1.48,1.06,6,0.5,2.25,24.71,24.93,24.7,49.55,50.42,18.235,21.137,58.38,67.5,299.6,1800,99.83,"Blandy_Mvir_5"
"6",10.4,0.159,261,1.6,1.05,6,0.5,2.25,24.96,25,25.08,399.55,377.46,18.24,21.377,57.59,67.27,299.6,1801,99.83,"Blandy_Mvir_5"
"7",10.4,0.151,256,1.56,1.07,6,0.5,2.25,24.99,25.04,25.08,399.98,377.98,18.164,21.216,57.2,66.63,299.6,1801,99.83,"Blandy_Mvir_5"
"8",15,0.136,375,1.45,1.1,6,0.5,2.25,24.87,25.03,24.89,601,569.3,18.059,20.904,57.21,66.15,299.6,1800,99.82,"Blandy_Mvir_5"
"9",17.8,0.11,483,1.24,1.15,6,0.5,2.25,24.87,25.04,24.89,800.1,762.65,17.988,20.426,56.92,64.64,299.6,1800,99.82,"Blandy_Mvir_5"
"10",20.1,0.0956,594,1.11,1.18,6,0.5,2.25,24.86,25.05,24.89,1000.92,958.46,17.937,20.122,56.77,63.69,299.6,1800,99.81,"Blandy_Mvir_5"
"11",21.8,0.083,702,1.01,1.23,6,0.5,2.25,25,25.14,25.08,1200.14,1154.19,17.862,19.842,56.07,62.28,299.6,1801,99.81,"Blandy_Mvir_5"
"12",23.7,0.0743,903,0.921,1.24,6,0.5,2.25,24.88,25.11,24.89,1500.5,1450.45,17.79,19.598,56.23,61.95,299.6,1801,99.81,"Blandy_Mvir_5"
"13",24.9,0.0659,1290,0.829,1.26,6,0.5,2.25,24.87,25.07,24.89,1998.93,1945.84,17.756,19.384,56.26,61.33,299.6,1800,99.81,"Blandy_Mvir_5"
