"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",9.53,0.0914,202,1.11,1.21,6,0.5,2.25,22.61,25.13,21.88,400.02,380.12,18.07,20.254,64.59,72.25,300.2,1800,98.25,"MMSF_Ltul_1"
"2",7.05,0.103,167,1.2,1.16,6,0.5,2.25,22.48,24.92,21.89,299.72,284.95,18.029,20.382,64.97,73.29,300.2,1800,98.25,"MMSF_Ltul_1"
"3",4.31,0.115,126,1.3,1.13,6,0.5,2.25,22.55,24.82,22.09,200.61,191.51,17.959,20.495,64.48,73.41,300.2,1800,98.25,"MMSF_Ltul_1"
"4",1.2,0.124,79.3,1.39,1.13,6,0.5,2.25,22.83,24.92,22.48,99.85,97.17,17.949,20.679,63.41,72.82,300.2,1800,98.26,"MMSF_Ltul_1"
"5",-0.381,0.135,55,1.5,1.12,6,0.5,2.25,22.86,24.95,22.48,50.63,51.24,17.905,20.835,63.15,73.23,300.2,1799,98.26,"MMSF_Ltul_1"
"6",11.7,0.153,240,1.64,1.1,6,0.5,2.25,22.74,24.92,22.28,400.47,375.84,17.813,21.026,63.23,74.42,300.2,1799,98.27,"MMSF_Ltul_1"
"7",11.7,0.158,243,1.67,1.08,6,0.5,2.25,22.74,24.9,22.28,399.21,374.47,17.855,21.129,63.45,74.8,300.2,1799,98.28,"MMSF_Ltul_1"
"8",18,0.17,373,1.76,1.07,6,0.5,2.25,22.74,24.87,22.28,599.47,561.56,17.784,21.237,63.17,75.19,300.2,1799,98.29,"MMSF_Ltul_1"
"9",21.7,0.171,525,1.77,1.07,6,0.5,2.25,22.86,24.87,22.48,799.2,753.15,17.807,21.262,62.87,74.77,300.2,1800,98.29,"MMSF_Ltul_1"
"10",24.3,0.168,686,1.77,1.08,6,0.5,2.25,22.88,24.93,22.48,999.36,947.36,17.734,21.196,62.45,74.41,300.2,1800,98.3,"MMSF_Ltul_1"
"11",25.2,0.156,852,1.68,1.1,6,0.5,2.25,22.89,24.97,22.48,1198.86,1144.65,17.778,21.064,62.62,73.91,300.2,1800,98.29,"MMSF_Ltul_1"
"12",27.6,0.145,1090,1.63,1.14,6,0.5,2.25,22.91,25.07,22.48,1500.41,1440.47,17.67,20.85,61.92,73.06,300.2,1799,98.28,"MMSF_Ltul_1"
"13",28.5,0.126,1530,1.47,1.17,6,0.5,2.25,22.91,25.1,22.48,2000.91,1938.27,17.722,20.591,62.09,72.14,300.2,1799,98.27,"MMSF_Ltul_1"
