"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",1.89,0.0252,267,0.345,1.32,6,0.5,2.25,23.55,25.19,22.63,399.96,395.91,18.827,19.504,62.89,65.15,299.6,1799,97.43,"UMBS_Arub_1"
"2",4.66,0.0912,201,1,1.08,6,0.5,2.25,22.94,24.75,22.15,299.9,289.99,19.084,21.044,66.17,72.96,299.6,1800,97.44,"UMBS_Arub_1"
"3",3.57,0.136,145,1.36,1.01,6,0.5,2.25,23.51,24.74,23.07,200.35,192.67,19.089,21.76,63.95,72.89,299.6,1801,97.44,"UMBS_Arub_1"
"4",1.08,0.171,84.6,1.7,1.01,6,0.5,2.25,24.85,25.07,25.26,99.42,96.94,19.053,22.377,59.08,69.19,299.6,1800,97.44,"UMBS_Arub_1"
"5",-0.343,0.186,52.8,1.78,0.979,6,0.5,2.25,23.85,24.92,23.31,49.96,50.47,18.955,22.432,62.37,73.64,299.6,1799,97.44,"UMBS_Arub_1"
"6",10.2,0.23,296,1.97,0.894,6,0.5,2.25,23.81,24.6,23.76,400.11,378.23,18.849,22.696,62.07,74.73,299.6,1801,97.45,"UMBS_Arub_1"
"7",10.1,0.227,296,1.99,0.915,6,0.5,2.25,24.1,24.72,23.92,400.15,378.37,18.792,22.691,60.8,73.41,299.6,1800,97.45,"UMBS_Arub_1"
"8",13.3,0.214,455,1.95,0.946,6,0.5,2.25,24.24,24.8,24.12,599.28,570.39,18.703,22.527,60.2,72.27,299.6,1801,97.45,"UMBS_Arub_1"
"9",15,0.214,633,2.02,0.984,6,0.5,2.25,24.54,24.9,24.5,799.36,766.2,18.378,22.342,57.91,70.4,299.6,1799,97.45,"UMBS_Arub_1"
"10",17.2,0.217,810,2.01,0.962,6,0.5,2.25,24.41,24.73,24.34,999.92,961.65,18.304,22.238,58.13,70.62,299.6,1799,97.45,"UMBS_Arub_1"
"11",17.6,0.184,978,1.83,1.02,6,0.5,2.25,23.68,24.94,23.12,1199.06,1159.63,18.425,22.013,61.29,73,299.6,1799,97.45,"UMBS_Arub_1"
"12",18.8,0.175,1250,1.69,0.983,6,0.5,2.25,23.21,24.59,22.55,1498.88,1456.4,18.455,21.757,62.98,74.26,299.6,1799,97.45,"UMBS_Arub_1"
"13",19.8,0.142,1690,1.41,1,6,0.5,2.25,22.92,24.52,22.17,2001.3,1956.1,18.655,21.426,64.78,74.4,299.6,1799,97.46,"UMBS_Arub_1"
