"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",3.43,0.0491,272,0.636,1.26,6,0.5,2.25,23.92,25.43,23.91,399.78,392.41,19.153,20.401,62.99,67.1,299.6,1800,98.02,"Guelph_Bpap_1"
"2",3.21,0.0404,158,0.505,1.21,6,0.5,2.25,22.08,25.08,20.97,298.64,291.91,19.225,20.215,70.67,74.31,299.6,1799,98.01,"Guelph_Bpap_1"
"3",2.01,0.0471,123,0.566,1.17,6,0.5,2.25,22.09,24.94,21.18,199.8,195.56,19.29,20.399,70.94,74.93,299.6,1800,98.02,"Guelph_Bpap_1"
"4",0.526,0.0554,80.9,0.643,1.14,6,0.5,2.25,22.06,24.84,21.17,99.26,98.08,19.284,20.546,71.04,75.6,299.6,1799,98.02,"Guelph_Bpap_1"
"5",0.112,0.0718,59.4,0.819,1.12,6,0.5,2.25,22.33,24.93,21.57,63.42,63.09,19.251,20.856,69.69,75.5,299.6,1799,98.02,"Guelph_Bpap_1"
"6",6.68,0.0776,238,0.875,1.11,6,0.5,2.25,22.37,24.97,21.57,399.66,385.6,19.303,21.019,69.84,75.93,299.6,1799,98.02,"Guelph_Bpap_1"
"7",6.78,0.0792,238,0.886,1.1,6,0.5,2.25,22.37,24.95,21.57,399.36,385.09,19.339,21.076,69.97,76.11,299.6,1799,98.02,"Guelph_Bpap_1"
"8",11.3,0.0864,351,0.952,1.09,6,0.5,2.25,22.38,24.95,21.57,600.24,576.42,19.327,21.193,69.88,76.5,299.6,1799,98.02,"Guelph_Bpap_1"
"9",15.2,0.0891,473,0.97,1.08,6,0.5,2.25,22.24,24.9,21.37,799.43,767.4,19.34,21.24,70.53,77.33,299.6,1799,98.02,"Guelph_Bpap_1"
"10",19,0.0953,617,1.02,1.06,6,0.5,2.25,22.23,24.85,21.38,1001.34,961.36,19.3,21.297,70.3,77.58,299.6,1799,98.02,"Guelph_Bpap_1"
"11",21.3,0.0985,779,1.05,1.07,6,0.5,2.25,22.37,24.9,21.57,1200.72,1155.57,19.314,21.38,69.75,77.21,299.6,1799,98.01,"Guelph_Bpap_1"
"12",23.3,0.0978,1030,1.05,1.07,6,0.5,2.25,22.37,24.93,21.57,1499.79,1450.09,19.358,21.413,70.02,77.35,299.6,1799,98.01,"Guelph_Bpap_1"
"13",24.5,0.102,1520,1.08,1.06,6,0.5,2.25,22.36,24.88,21.57,1999.4,1946.21,19.327,21.442,69.83,77.47,299.6,1800,98.01,"Guelph_Bpap_1"
