"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",24.8,0.693,267,6.85,1.21,6,0.5,2.25,33.49,35.7,32.13,399.6,345.25,34.208,47.25,65.01,89.8,300.2,1799,98.7,"SEPAC_Gmax_7"
"2",19,0.953,211,7.39,1.03,6,0.5,2.25,33.73,35.72,32.38,300.33,258.54,35.077,49.121,65.78,92.12,300.2,1800,98.69,"SEPAC_Gmax_7"
"3",11.3,1.1,148,7.56,0.957,6,0.5,2.25,33.75,35.65,32.41,199.47,174.31,35.279,49.634,66.08,92.96,300.2,1800,98.7,"SEPAC_Gmax_7"
"4",2.05,1.27,87.9,7.99,0.92,6,0.5,2.25,33.98,35.75,32.62,98.71,93.13,35.147,50.32,64.99,93.05,300.2,1800,98.69,"SEPAC_Gmax_7"
"5",-2.44,1.72,57,9.9,0.945,6,0.5,2.25,37.52,36.95,37.69,50.27,54.08,35.425,54.141,54.36,82.39,300.2,1801,98.7,"SEPAC_Gmax_7"
"6",24.9,1.48,294,10.6,1.11,6,0.5,2.25,39.1,37.82,39.16,399.31,342.22,35.517,55.606,49.95,77.71,300.3,1798,98.69,"SEPAC_Gmax_7"
"7",25,1.5,294,11,1.13,6,0.5,2.25,39.49,38.09,39.54,399.14,341.77,35.658,56.358,49.1,77.1,300.3,1799,98.69,"SEPAC_Gmax_7"
"8",36.6,1.43,442,11.2,1.18,6,0.5,2.25,40.05,38.43,40.1,599.38,514.79,36.085,57.116,48.21,75.82,300.3,1799,98.68,"SEPAC_Gmax_7"
"9",44.4,1.32,601,11.3,1.25,6,0.5,2.25,40.67,38.83,40.75,799.86,695.36,36.546,57.855,47.12,74.29,300.3,1801,98.68,"SEPAC_Gmax_7"
"10",48.7,1.23,773,11.2,1.3,6,0.5,2.25,40.93,38.97,41.03,1000.13,883.09,36.777,57.904,46.59,73.35,300.2,1800,98.69,"SEPAC_Gmax_7"
"11",50.6,1.21,955,11.4,1.34,6,0.5,2.25,41.22,39.2,41.32,1200.53,1074.96,37.057,58.427,46.23,72.89,300.3,1800,98.69,"SEPAC_Gmax_7"
"12",51.3,1.11,1230,11.2,1.39,6,0.5,2.25,41.57,39.45,41.69,1496.56,1363.68,37.87,58.9,46.78,72.13,300.3,1799,98.68,"SEPAC_Gmax_7"
"13",54.3,1.03,1690,11.1,1.45,6,0.5,2.25,41.69,39.45,41.86,2000.45,1850.76,37.345,58.265,45.43,70.89,300.3,1801,98.69,"SEPAC_Gmax_7"
