"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",17.4,0.415,280,3.6,0.981,6,0.5,2.25,24.88,24.77,25.19,400.3,362.85,14.95,21.982,46.46,68.3,300.5,1800,98.07,"BNZ_Bpap_7"
"2",12.6,0.405,211,3.56,0.99,6,0.5,2.25,25.24,24.93,25.69,298.85,271.81,15.236,22.192,46.74,67.46,300.5,1800,98.07,"BNZ_Bpap_7"
"3",8.07,0.405,142,3.57,0.992,6,0.5,2.25,25.27,24.97,25.68,199.16,181.75,15.276,22.244,46.78,67.51,300.5,1801,98.07,"BNZ_Bpap_7"
"4",2.84,0.424,78.6,3.72,0.996,6,0.5,2.25,25.32,25.07,25.67,98.79,92.44,15.141,22.408,46.06,67.81,300.5,1799,98.07,"BNZ_Bpap_7"
"5",-0.0566,0.409,48.6,3.62,0.997,6,0.5,2.25,25.32,25.09,25.68,49.38,49.14,15.378,22.442,46.97,67.92,300.5,1799,98.07,"BNZ_Bpap_7"
"6",17.5,0.409,277,3.6,0.994,6,0.5,2.25,25.35,25.11,25.68,398.45,360.96,15.466,22.501,47.13,67.95,300.5,1801,98.07,"BNZ_Bpap_7"
"7",17.6,0.408,276,3.61,0.997,6,0.5,2.25,25.36,25.14,25.68,398.4,360.71,15.484,22.524,47.16,67.98,300.5,1801,98.07,"BNZ_Bpap_7"
"8",25,0.416,425,3.61,0.979,6,0.5,2.25,25.01,25.09,25.09,597.6,543.83,15.572,22.609,48.43,69.69,300.5,1801,98.06,"BNZ_Bpap_7"
"9",30,0.427,592,3.64,0.967,6,0.5,2.25,24.99,25.04,25.09,799,733.74,15.539,22.639,48.3,69.88,300.5,1801,98.06,"BNZ_Bpap_7"
"10",32.9,0.433,772,3.67,0.962,6,0.5,2.25,24.98,25.02,25.09,999.38,926.81,15.501,22.656,48.12,69.96,300.5,1801,98.06,"BNZ_Bpap_7"
"11",33.8,0.415,953,3.55,0.967,6,0.5,2.25,25.01,25.05,25.09,1196.02,1120.64,15.74,22.664,48.94,69.85,300.5,1800,98.06,"BNZ_Bpap_7"
"12",35.6,0.414,1230,3.58,0.975,6,0.5,2.25,25.05,25.15,25.09,1496.47,1415.34,15.803,22.779,49.03,70.05,300.5,1800,98.06,"BNZ_Bpap_7"
"13",38.3,0.433,1720,3.68,0.964,6,0.5,2.25,24.92,25.08,24.9,1999.6,1909.08,15.582,22.755,48.37,70.53,300.5,1800,98.06,"BNZ_Bpap_7"
