"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",8.04,0.141,280,1.68,1.22,6,0.5,2.25,25.01,24.94,25.08,399.46,382.06,16.202,19.498,50.9,61.06,299.6,1800,99.64,"Blandy_Mvir_1"
"2",5.89,0.148,215,1.74,1.21,6,0.5,2.25,25.56,24.96,25.87,299.51,286.71,16.241,19.654,49.45,59.58,299.6,1800,99.64,"Blandy_Mvir_1"
"3",3.52,0.15,148,1.77,1.22,6,0.5,2.25,24.97,25.03,24.88,199.34,191.6,16.233,19.707,51.17,61.84,299.6,1800,99.64,"Blandy_Mvir_1"
"4",0.899,0.168,87,1.94,1.21,6,0.5,2.25,25.39,25.11,25.68,100.15,97.97,16.155,19.972,49.65,61.14,299.6,1800,99.64,"Blandy_Mvir_1"
"5",-0.586,0.198,55,2.13,1.13,6,0.5,2.25,25.26,24.87,25.28,49.93,50.88,16.128,20.298,49.96,62.62,299.6,1800,99.64,"Blandy_Mvir_1"
"6",9.05,0.225,304,2.36,1.12,6,0.5,2.25,25.34,24.99,25.66,400.38,380.45,16.048,20.668,49.46,63.48,299.6,1800,99.64,"Blandy_Mvir_1"
"7",8.97,0.229,305,2.4,1.12,6,0.5,2.25,25.46,25.08,25.68,399.35,379.56,16.087,20.799,49.26,63.4,299.6,1799,99.64,"Blandy_Mvir_1"
"8",12,0.268,486,2.48,1,6,0.5,2.25,24.71,24.45,25.01,600.63,573.77,15.961,20.816,50.92,66.4,299.6,1799,99.64,"Blandy_Mvir_1"
"9",13.7,0.225,649,2.35,1.11,6,0.5,2.25,25.06,24.92,25.08,798.87,767.75,16.024,20.624,50.26,64.4,299.6,1799,99.63,"Blandy_Mvir_1"
"10",15.6,0.215,823,2.29,1.13,6,0.5,2.25,25.17,24.93,25.62,1000.85,965.2,15.895,20.394,49.33,63.3,299.6,1799,99.63,"Blandy_Mvir_1"
"11",17.4,0.194,987,2.05,1.12,6,0.5,2.25,24.44,24.58,24.21,1200.11,1160.59,15.868,19.897,51.43,64.49,299.6,1799,99.63,"Blandy_Mvir_1"
"12",17.1,0.157,1250,1.84,1.22,6,0.5,2.25,24.87,24.86,24.9,1499.69,1460.02,15.839,19.445,50.1,61.41,299.6,1799,99.63,"Blandy_Mvir_1"
"13",18.2,0.124,1670,1.58,1.31,6,0.5,2.25,25.22,25.06,25.28,2000.7,1958.07,15.77,18.882,48.78,58.42,299.6,1799,99.63,"Blandy_Mvir_1"
