"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",37.9,0.476,165,4.49,1.1,6,0.5,2.25,24.12,25.16,23.72,398.04,319.29,12.645,21.452,41.73,70.04,299.6,1799,98.5,"Fermi_Zmay_1"
"2",32.9,0.516,105,4.61,1.05,6,0.5,2.25,23.7,25.01,22.93,298.73,230.63,12.585,21.61,42.47,72.35,299.6,1800,98.5,"Fermi_Zmay_1"
"3",24,0.535,61.1,4.66,1.03,6,0.5,2.25,23.54,25.02,22.73,198.84,149.31,12.706,21.835,43.45,73.82,299.6,1800,98.5,"Fermi_Zmay_1"
"4",13,0.588,28.2,4.8,0.986,6,0.5,2.25,23.51,24.92,22.73,98.9,72.21,12.713,22.114,43.55,74.88,299.6,1800,98.49,"Fermi_Zmay_1"
"5",7.06,0.66,13.6,5.02,0.943,6,0.5,2.25,23.5,24.85,22.73,49.86,35.36,12.604,22.432,43.09,76,299.6,1800,98.48,"Fermi_Zmay_1"
"6",0.246,0.686,-2.21,5.09,0.928,6,0.5,2.25,23.48,24.84,22.74,-1.04,-1.52,12.597,22.565,43.13,76.56,299.6,1799,98.48,"Fermi_Zmay_1"
"7",38.8,0.6,187,4.84,0.979,6,0.5,2.25,23.65,24.88,22.94,398.78,318.06,12.64,22.12,42.94,74.27,299.6,1800,98.48,"Fermi_Zmay_1"
"8",39.5,0.582,180,4.81,0.997,6,0.5,2.25,23.52,24.87,22.73,398.74,316.5,12.511,21.926,42.71,74.2,299.6,1800,98.47,"Fermi_Zmay_1"
"9",42.8,0.543,351,4.73,1.04,6,0.5,2.25,23.65,24.92,22.93,600.7,510.24,12.362,21.627,41.52,72.64,299.6,1799,98.46,"Fermi_Zmay_1"
"10",42.8,0.391,496,4.08,1.17,6,0.5,2.25,23.36,24.98,22.44,800.79,709.19,12.329,20.33,42.12,69.48,299.6,1799,98.45,"Fermi_Zmay_1"
