"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",2.2,0.014,137,0.173,1.19,6,0.5,2.25,25.27,25.17,25.08,401.26,396.7,20.323,20.663,61.59,62.61,299.6,1799,97.93,"Guelph_Ltul_1"
"2",1.21,0.0174,179,0.211,1.17,6,0.5,2.25,25.05,25.12,24.69,298.95,296.4,20.396,20.809,62.66,63.9,299.6,1799,97.93,"Guelph_Ltul_1"
"3",0.535,0.0202,152,0.242,1.15,6,0.5,2.25,25.03,25.08,24.7,198.9,197.74,20.38,20.855,62.69,64.14,299.6,1799,97.93,"Guelph_Ltul_1"
"4",-0.265,0.02,119,0.239,1.15,6,0.5,2.25,25.02,25.07,24.7,99.57,100.06,20.398,20.866,62.78,64.19,299.6,1799,97.93,"Guelph_Ltul_1"
"5",-0.353,0.0208,88.3,0.249,1.15,6,0.5,2.25,25.01,25.07,24.69,61.63,62.31,20.364,20.852,62.67,64.17,299.6,1799,97.93,"Guelph_Ltul_1"
"6",1.46,0.0188,266,0.225,1.15,6,0.5,2.25,25.01,25.04,24.7,399.94,396.85,20.371,20.812,62.73,64.06,299.6,1799,97.93,"Guelph_Ltul_1"
"7",1.35,0.0168,261,0.201,1.15,6,0.5,2.25,25.01,25.04,24.7,399.74,396.87,20.382,20.777,62.78,63.96,299.6,1800,97.93,"Guelph_Ltul_1"
"8",2.18,0.0165,373,0.2,1.16,6,0.5,2.25,25.01,25.06,24.7,600.17,595.55,20.356,20.747,62.66,63.84,299.6,1799,97.92,"Guelph_Ltul_1"
"9",2.48,0.0141,498,0.172,1.17,6,0.5,2.25,25.03,25.11,24.7,799.91,794.66,20.399,20.736,62.72,63.73,299.6,1800,97.92,"Guelph_Ltul_1"
"10",3.09,0.0137,616,0.168,1.18,6,0.5,2.25,25.04,25.13,24.69,1001.32,994.8,20.403,20.732,62.67,63.68,299.6,1800,97.91,"Guelph_Ltul_1"
"11",3.06,0.012,764,0.148,1.18,6,0.5,2.25,25.04,25.13,24.7,1198.46,1191.98,20.433,20.723,62.78,63.64,299.6,1800,97.91,"Guelph_Ltul_1"
"12",4.04,0.0119,923,0.147,1.18,6,0.5,2.25,25.05,25.14,24.7,1500.2,1491.68,20.395,20.683,62.62,63.5,299.6,1800,97.9,"Guelph_Ltul_1"
"13",4.35,0.0106,1300,0.131,1.18,6,0.5,2.25,25.04,25.12,24.7,1998.73,1989.5,20.394,20.651,62.65,63.41,299.6,1800,97.9,"Guelph_Ltul_1"
