"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",27.2,0.215,119,3.31,1.61,6,0.5,2.25,23.9,27.74,22.1,400.36,343.86,15.068,21.54,49.85,71.27,300.5,1801,98.52,"Fermi_Zmay_7"
"2",24,0.272,90.9,3.53,1.39,6,0.5,2.25,23.47,27.03,21.67,299.92,250.26,15.359,22.259,52.18,75.62,300.5,1801,98.54,"Fermi_Zmay_7"
"3",19.5,0.393,65.1,4.9,1.4,6,0.5,2.25,23.35,26.5,21.55,199.77,159.18,11.476,21.048,39.27,72.03,300.5,1800,98.55,"Fermi_Zmay_7"
"4",11.7,0.476,28.1,5.52,1.34,6,0.5,2.25,25.15,27.15,23.48,99.7,75.59,12.236,22.998,38.09,70.64,300.5,1799,98.55,"Fermi_Zmay_7"
"5",6.3,0.522,13.1,5.77,1.3,6,0.5,2.25,24.56,27.27,22.8,49.8,36.8,12.435,23.69,39.56,75.37,300.5,1799,98.54,"Fermi_Zmay_7"
"6",0.253,0.555,-2.06,5.89,1.26,6,0.5,2.25,24.4,27.4,22.62,-0.72,-1.21,12.868,24.346,41.33,78.2,300.5,1800,98.55,"Fermi_Zmay_7"
"7",26.2,0.24,149,3.9,1.72,6,0.5,2.25,24.52,28.32,22.73,401.16,346.2,14.18,21.802,45.22,69.55,300.5,1800,98.56,"Fermi_Zmay_7"
"8",24.8,0.188,115,3.32,1.83,6,0.5,2.25,24.62,28.63,22.81,400.11,348.27,14.87,21.362,47.14,67.72,300.5,1800,98.55,"Fermi_Zmay_7"
"9",27.8,0.134,180,2.6,1.97,6,0.5,2.25,24.69,28.88,22.88,600.34,542.04,15.443,20.53,48.75,64.82,300.5,1801,98.55,"Fermi_Zmay_7"
"10",31.1,0.114,264,2.32,2.04,6,0.5,2.25,24.85,29.17,23.05,800.4,734.87,16.022,20.56,50.1,64.28,300.5,1799,98.56,"Fermi_Zmay_7"
