"","X","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",1,5.52911392405063,0.0695696202531646,251,0.848607594936709,1.22,5.925,0.5,2.25,25.17,24.99,25.29,399.62,388.03,18.14,19.785,56.14,61.14,299.6,1800,99.22,"BNZ_Pmar_8"
"2",2,4.08101265822785,0.0723037974683544,193,0.902278481012658,1.25,5.925,0.5,2.25,25.21,25.21,25.05,299.72,291.14,18.158,19.908,55.96,61.35,299.6,1799,99.22,"BNZ_Pmar_8"
"3",3,2.41012658227848,0.0714936708860759,136,0.87493670886076,1.22,5.925,0.5,2.25,24.72,25.1,24.3,199.76,194.66,18.243,19.939,57.95,63.26,299.6,1800,99.22,"BNZ_Pmar_8"
"4",4,0.67746835443038,0.0712911392405063,80.6,0.854683544303797,1.2,5.925,0.5,2.25,24.66,25.01,24.3,99.44,97.94,18.358,20.015,58.57,63.73,299.6,1800,99.22,"BNZ_Pmar_8"
"5",5,-0.13873417721519,0.0731139240506329,52,0.862784810126582,1.18,5.925,0.5,2.25,24.64,24.95,24.3,49.72,49.91,18.417,20.089,58.83,64.06,299.6,1800,99.22,"BNZ_Pmar_8"
"6",6,5.72151898734177,0.0748354430379747,256,0.877974683544304,1.17,5.925,0.5,2.25,24.65,24.97,24.3,399.95,387.95,18.489,20.191,59.03,64.34,299.6,1799,99.22,"BNZ_Pmar_8"
"7",7,5.82278481012658,0.0752405063291139,253,0.88,1.17,5.925,0.5,2.25,24.64,24.97,24.3,399.1,386.91,18.511,20.216,59.12,64.44,299.6,1800,99.21,"BNZ_Pmar_8"
"8",8,8.47594936708861,0.0755443037974684,388,0.873924050632911,1.15,5.925,0.5,2.25,24.63,24.92,24.3,599.29,581.53,18.559,20.251,59.33,64.62,299.6,1800,99.21,"BNZ_Pmar_8"
"9",9,10.8354430379747,0.0760506329113924,530,0.88,1.16,5.925,0.5,2.25,24.64,24.96,24.3,799.83,777.01,18.623,20.328,59.49,64.81,299.6,1800,99.21,"BNZ_Pmar_8"
"10",10,12.3544303797468,0.0761518987341772,691,0.872911392405063,1.14,5.925,0.5,2.25,24.62,24.9,24.3,999.34,973.29,18.644,20.334,59.61,64.9,299.6,1800,99.21,"BNZ_Pmar_8"
"11",11,13.2658227848101,0.0766582278481013,867,0.870886075949367,1.14,5.925,0.5,2.25,24.6,24.85,24.3,1199.37,1171.14,18.639,20.327,59.66,64.94,299.6,1801,99.21,"BNZ_Pmar_8"
"12",12,14.5822784810127,0.079493670886076,1140,0.913417721518987,1.15,5.925,0.5,2.25,24.74,24.91,24.5,1500.72,1469.23,18.534,20.305,58.79,64.34,299.6,1800,99.2,"BNZ_Pmar_8"
"13",13,14.9873417721519,0.0774683544303797,1610,0.904303797468355,1.17,5.925,0.5,2.25,24.78,25.01,24.5,1998.69,1965.48,18.558,20.31,58.8,64.22,299.6,1800,99.2,"BNZ_Pmar_8"
