"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",21.1,0.531,263,10.1,2.17,6,0.5,2.25,41.8,40.61,41.93,399.45,350.27,36.522,55.62,44.44,67.28,300.3,1800,98.68,"SEPAC_Gmax_8"
"2",14.7,0.554,204,10.2,2.12,6,0.5,2.25,41.85,40.61,41.98,298.6,263.86,36.82,56.11,44.78,67.7,300.3,1801,98.68,"SEPAC_Gmax_8"
"3",8.19,0.61,147,10.6,2.03,6,0.5,2.25,41.81,40.51,41.94,199.43,179.26,36.626,56.602,44.55,68.43,300.3,1800,98.68,"SEPAC_Gmax_8"
"4",0.74,0.65,90.5,10.7,1.96,6,0.5,2.25,41.78,40.44,41.92,99.34,95.81,36.878,57.082,45.05,69.14,300.3,1800,98.68,"SEPAC_Gmax_8"
"5",-3.02,0.752,60.7,11.4,1.86,6,0.5,2.25,41.83,40.45,41.95,49.48,54.28,36.566,58.063,44.18,70.15,300.3,1799,98.69,"SEPAC_Gmax_8"
"6",21.9,0.732,277,10.9,1.81,6,0.5,2.25,41.6,40.17,41.74,399.34,347.97,36.995,57.443,45.52,70.25,300.3,1800,98.69,"SEPAC_Gmax_8"
"7",22.1,0.749,277,10.9,1.78,6,0.5,2.25,41.57,40.17,41.71,398.8,347.12,37.32,57.765,46.08,70.72,300.3,1800,98.69,"SEPAC_Gmax_8"
"8",33.9,0.792,417,11.1,1.74,6,0.5,2.25,41.59,40.16,41.72,599.07,519.82,37.371,58.172,46.01,71.17,300.3,1800,98.68,"SEPAC_Gmax_8"
"9",42.5,0.749,566,10.4,1.71,6,0.5,2.25,41.15,39.65,41.32,800.57,701.01,36.736,56.4,46.08,70.63,300.3,1801,98.68,"SEPAC_Gmax_8"
"10",47,0.766,739,10.4,1.69,6,0.5,2.25,40.95,39.54,41.11,1000.79,888.41,36.524,56.215,46.23,71.14,300.3,1799,98.69,"SEPAC_Gmax_8"
"11",48.8,0.804,926,10.7,1.67,6,0.5,2.25,41.02,39.64,41.15,1201.3,1080.6,36.462,56.723,45.97,71.52,300.3,1799,98.69,"SEPAC_Gmax_8"
"12",49.1,0.747,1200,10.4,1.71,6,0.5,2.25,41.02,39.66,41.15,1497.14,1370.54,36.882,56.452,46.9,71.2,300.3,1798,98.69,"SEPAC_Gmax_8"
"13",51.7,0.783,1670,10.9,1.72,6,0.5,2.25,41.22,39.86,41.34,1999.48,1855.85,36.67,57.12,45.75,71.27,300.2,1800,98.69,"SEPAC_Gmax_8"
