"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",8.6,0.106,238,1.53,1.46,6,0.5,2.25,25.06,25,24.89,399.32,380.93,14.268,17.272,44.66,53.84,299.6,1800,99.45,"BNZ_Pmar_2"
"2",6.27,0.109,185,1.53,1.42,6,0.5,2.25,25.05,24.84,25.09,299.87,286.44,14.348,17.355,44.92,54.1,299.6,1799,99.45,"BNZ_Pmar_2"
"3",3.72,0.112,132,1.56,1.42,6,0.5,2.25,25.21,24.92,25.29,199.74,191.68,14.468,17.541,44.89,54.19,299.6,1800,99.45,"BNZ_Pmar_2"
"4",1.15,0.114,77.2,1.59,1.42,6,0.5,2.25,25.26,25.03,25.29,98.8,96.18,14.603,17.729,45.17,54.59,299.6,1799,99.45,"BNZ_Pmar_2"
"5",-0.187,0.115,51.3,1.61,1.43,6,0.5,2.25,25.32,25.17,25.29,49.55,49.76,14.767,17.943,45.51,55.06,299.6,1799,99.45,"BNZ_Pmar_2"
"6",8.67,0.118,252,1.62,1.39,6,0.5,2.25,24.95,25.09,24.7,400.1,381.51,14.929,18.113,46.97,56.8,299.6,1799,99.45,"BNZ_Pmar_2"
"7",8.72,0.119,251,1.62,1.39,6,0.5,2.25,24.97,25.12,24.7,399.24,380.55,15.037,18.225,47.27,57.1,299.6,1799,99.44,"BNZ_Pmar_2"
"8",13,0.122,382,1.64,1.37,6,0.5,2.25,24.64,25.14,24.12,599.93,571.95,15.262,18.477,48.91,59.02,299.6,1799,99.44,"BNZ_Pmar_2"
"9",17.2,0.125,519,1.57,1.29,6,0.5,2.25,24.46,24.69,24.25,800.35,763.53,15.336,18.421,49.55,59.52,299.6,1801,99.44,"BNZ_Pmar_2"
"10",20.1,0.116,650,1.51,1.33,6,0.5,2.25,25.75,24.81,26.44,999.86,956.69,15.28,18.256,45.7,54.6,299.6,1801,99.43,"BNZ_Pmar_2"
"11",21.9,0.111,803,1.52,1.39,6,0.5,2.25,26.29,25.14,27.05,1199.64,1152.35,15.279,18.273,44.4,52.93,299.6,1800,99.44,"BNZ_Pmar_2"
"12",24.6,0.114,1060,1.56,1.39,6,0.5,2.25,25.87,25.14,26.27,1501.09,1447.22,15.178,18.249,45.06,54.18,299.6,1799,99.43,"BNZ_Pmar_2"
"13",25.5,0.115,1530,1.55,1.38,6,0.5,2.25,25.81,25.02,26.26,1999.55,1942.49,15.107,18.159,45.04,54.13,299.6,1799,99.43,"BNZ_Pmar_2"
