"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",6.4,0.0871,250,1.1,1.25,6,0.5,2.25,24.16,24.9,23.88,392.23,378.57,17.34,19.497,56.54,63.18,299.6,1799,97.99,"MMSF_Rpse_1"
"2",7.22,0.13,186,1.61,1.25,6,0.5,2.25,24,24.84,23.23,299.76,284.38,16.214,19.372,53.05,63.38,299.6,1800,97.99,"MMSF_Rpse_1"
"3",4.42,0.156,139,1.72,1.13,6,0.5,2.25,23.8,24.29,23.02,199.69,190.18,16.232,19.611,53.71,64.89,299.6,1800,98,"MMSF_Rpse_1"
"4",1.47,0.168,79.9,1.89,1.15,6,0.5,2.25,24.24,24.61,23.93,99.83,96.51,16.246,19.947,52.4,64.33,299.6,1800,98,"MMSF_Rpse_1"
"5",-0.238,0.179,51.7,1.99,1.15,6,0.5,2.25,24.29,24.76,24.12,50.07,50.35,16.361,20.271,52.83,65.21,299.6,1799,98,"MMSF_Rpse_1"
"6",11.8,0.211,273,2.14,1.06,6,0.5,2.25,24.62,24.4,24.58,400.93,375.65,16.299,20.506,51.41,64.68,299.6,1799,98,"MMSF_Rpse_1"
"7",11.1,0.176,262,2.04,1.19,6,0.5,2.25,25.28,25.06,25.48,399.66,375.85,16.405,20.4,49.93,61.85,299.6,1799,98,"MMSF_Rpse_1"
"8",13.8,0.121,370,1.6,1.33,6,0.5,2.25,24.96,25.29,23.96,601.05,571.49,16.343,19.482,50.42,60.13,299.6,1799,98,"MMSF_Rpse_1"
"9",13.7,0.0781,469,1.01,1.28,6,0.5,2.25,23.26,24.44,23.01,800.53,771.5,16.374,18.356,56.04,62.81,299.6,1800,97.99,"MMSF_Rpse_1"
"10",16.1,0.0693,566,0.972,1.38,6,0.5,2.25,24.17,24.95,23.91,1000.24,966.06,16.357,18.267,52.98,59.18,299.6,1800,97.99,"MMSF_Rpse_1"
"11",17.6,0.0666,708,0.884,1.31,6,0.5,2.25,24.21,24.46,23.93,1199.46,1162.17,16.339,18.078,52.79,58.41,299.6,1800,97.98,"MMSF_Rpse_1"
"12",18.7,0.0528,853,0.789,1.46,6,0.5,2.25,24.57,25.16,25.35,1500.03,1460.22,16.312,17.864,51.64,56.54,299.6,1800,97.97,"MMSF_Rpse_1"
"13",19,0.045,1240,0.631,1.37,6,0.5,2.25,23.31,24.5,22.5,1999.4,1958.95,16.301,17.542,55.56,59.79,299.6,1799,97.96,"MMSF_Rpse_1"
