"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",27.7,0.34,187,3.17,0.925,10,0.5,7.2,23.09,25.08,21.87,399.06,327.14,16.676,24.421,57.65,83.95,399.8,1800,97.48,"Guelph_Abal_3"
"2",20.6,0.341,143,3.09,0.896,10,0.5,7.2,23.01,24.86,22.08,299.59,246.27,16.81,24.339,58.4,84.11,399.8,1800,97.5,"Guelph_Abal_3"
"3",12.7,0.341,102,3.08,0.894,10,0.5,7.2,23.03,24.89,22.08,199.36,166.36,16.897,24.405,58.65,84.26,399.8,1800,97.5,"Guelph_Abal_3"
"4",4.09,0.345,66.9,3.09,0.889,10,0.5,7.2,23.02,24.89,22.08,98.71,87.8,16.907,24.453,58.7,84.44,399.8,1800,97.51,"Guelph_Abal_3"
"5",-0.125,0.344,48.7,3.11,0.896,10,0.5,7.2,23.01,24.91,22.08,48.89,48.83,16.822,24.412,58.45,84.36,399.8,1800,97.51,"Guelph_Abal_3"
"6",27.9,0.352,191,3.19,0.9,10,0.5,7.2,23.28,24.93,22.47,398.97,326.61,16.622,24.411,56.54,83.03,399.8,1800,97.52,"Guelph_Abal_3"
"7",27.5,0.347,191,3.17,0.906,10,0.5,7.2,23.29,24.97,22.47,398.94,327.45,16.708,24.435,57.09,83.02,399.8,1800,97.53,"Guelph_Abal_3"
"8",40.3,0.344,294,3.17,0.913,10,0.5,7.2,23.32,25.01,22.47,599.53,494.88,16.716,24.44,57.03,82.92,399.8,1800,97.53,"Guelph_Abal_3"
"9",51.5,0.346,411,3.16,0.906,10,0.5,7.2,23.17,24.95,22.27,800.8,666.76,16.679,24.392,57.1,83.51,399.8,1800,97.52,"Guelph_Abal_3"
"10",58.8,0.341,549,3.11,0.905,10,0.5,7.2,23.17,24.93,22.28,1000.18,846.61,16.786,24.381,57.48,83.48,399.8,1800,97.53,"Guelph_Abal_3"
"11",63.6,0.335,704,3.06,0.906,10,0.5,7.2,23.16,24.92,22.28,1200.25,1033.27,16.891,24.368,57.85,83.46,399.8,1800,97.53,"Guelph_Abal_3"
"12",68.1,0.327,956,2.99,0.904,10,0.5,7.2,23.02,24.84,22.13,1499.64,1319.39,16.95,24.243,58.57,83.77,399.8,1800,97.54,"Guelph_Abal_3"
"13",71.6,0.318,1410,2.96,0.922,10,0.5,7.2,23.16,24.92,22.28,2000.09,1807.72,17.001,24.23,58.24,83.01,399.8,1800,97.53,"Guelph_Abal_3"
