"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",3.77,0.0265,156,0.368,1.37,6,0.5,2.25,22.67,25.1,22.08,399.36,391.54,17.556,18.279,63.54,66.11,300.2,1799,99.97,"Blandy_Mgra_6"
"2",2.49,0.0271,140,0.364,1.33,6,0.5,2.25,22.53,24.85,22.09,298.32,293.13,17.559,18.273,64.11,66.65,300.2,1799,99.97,"Blandy_Mgra_6"
"3",1.38,0.0303,121,0.406,1.32,6,0.5,2.25,22.98,24.87,22.9,201.24,198.33,17.523,18.321,62.28,65.06,300.2,1800,99.97,"Blandy_Mgra_6"
"4",0.133,0.0304,90.4,0.411,1.34,6,0.5,2.25,23.04,24.94,22.88,99.88,99.53,17.512,18.318,61.99,64.77,300.2,1799,99.97,"Blandy_Mgra_6"
"5",-0.47,0.0319,74.1,0.434,1.34,6,0.5,2.25,23.06,24.97,22.87,50.76,51.66,17.47,18.321,61.77,64.72,300.2,1799,99.98,"Blandy_Mgra_6"
"6",4.28,0.0328,174,0.447,1.35,6,0.5,2.25,23.07,25,22.87,400.8,391.9,17.437,18.314,61.63,64.65,300.2,1799,99.97,"Blandy_Mgra_6"
"7",4.35,0.0343,178,0.467,1.35,6,0.5,2.25,23.08,25,22.87,399.31,390.25,17.403,18.319,61.49,64.65,300.2,1799,99.97,"Blandy_Mgra_6"
"8",7.13,0.0363,257,0.495,1.35,6,0.5,2.25,23.08,25.01,22.87,599.8,584.96,17.343,18.315,61.24,64.61,300.2,1799,99.97,"Blandy_Mgra_6"
"9",9.65,0.0364,338,0.498,1.35,6,0.5,2.25,23.08,25,22.87,799.56,779.5,17.31,18.286,61.15,64.52,300.2,1799,99.96,"Blandy_Mgra_6"
"10",12.4,0.0383,435,0.522,1.35,6,0.5,2.25,23.07,24.97,22.87,1000.46,974.69,17.222,18.246,60.79,64.4,300.2,1799,99.96,"Blandy_Mgra_6"
"11",14.6,0.0375,520,0.513,1.35,6,0.5,2.25,23.07,24.95,22.87,1200.19,1169.8,17.174,18.18,60.64,64.19,300.2,1799,99.96,"Blandy_Mgra_6"
"12",17.1,0.0356,665,0.491,1.36,6,0.5,2.25,23.07,24.96,22.87,1500.4,1464.88,17.115,18.079,60.42,63.82,300.2,1799,99.96,"Blandy_Mgra_6"
"13",20.2,0.0329,930,0.46,1.38,6,0.5,2.25,23.08,24.99,22.88,1999.85,1957.63,17.074,17.976,60.23,63.42,300.2,1800,99.96,"Blandy_Mgra_6"
