"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",15.5,0.262,254,3.34,1.37,6,0.5,2.25,23.71,25.15,23.25,398.76,365.33,12.041,18.6,40.84,62.4,300.2,1800,98.77,"SEPAC_Ecan_2"
"2",11.5,0.261,192,3.31,1.36,6,0.5,2.25,23.61,25.07,23.26,299.23,274.4,12.045,18.534,41.1,62.56,300.2,1801,98.77,"SEPAC_Ecan_2"
"3",7.14,0.264,134,3.32,1.35,6,0.5,2.25,23.59,25.03,23.26,200.42,184.92,12.059,18.564,41.21,62.75,300.2,1801,98.77,"SEPAC_Ecan_2"
"4",2.41,0.278,76.8,3.45,1.34,6,0.5,2.25,23.59,25.03,23.26,99.49,94.02,11.928,18.689,40.59,63.19,300.2,1801,98.77,"SEPAC_Ecan_2"
"5",-0.0459,0.282,49.9,3.46,1.33,6,0.5,2.25,23.6,25.08,23.26,51,50.75,12.066,18.856,41.11,63.69,300.2,1800,98.77,"SEPAC_Ecan_2"
"6",16.2,0.288,259,3.5,1.32,6,0.5,2.25,23.62,25.08,23.26,400.53,365.55,12.17,19.025,41.42,64.18,300.2,1800,98.77,"SEPAC_Ecan_2"
"7",16.4,0.289,255,3.47,1.3,6,0.5,2.25,23.62,25.08,23.26,398.13,362.75,12.354,19.148,42.14,64.59,300.2,1800,98.77,"SEPAC_Ecan_2"
"8",24,0.298,393,3.54,1.29,6,0.5,2.25,23.64,25.11,23.26,598.15,546.3,12.351,19.295,41.99,65.03,300.2,1800,98.77,"SEPAC_Ecan_2"
"9",28.3,0.289,548,3.44,1.29,6,0.5,2.25,23.44,25.16,22.86,797.19,735.54,12.647,19.393,43.59,66.12,300.2,1799,98.77,"SEPAC_Ecan_2"
"10",31.3,0.29,721,3.41,1.28,6,0.5,2.25,23.14,25.08,22.47,998.43,929.56,12.72,19.407,44.53,67.39,300.2,1799,98.77,"SEPAC_Ecan_2"
"11",31.8,0.28,904,3.29,1.27,6,0.5,2.25,23.1,25.04,22.48,1197.21,1126.31,12.913,19.367,45.41,67.43,300.2,1799,98.77,"SEPAC_Ecan_2"
"12",33.8,0.28,1180,3.29,1.27,6,0.5,2.25,23.07,24.98,22.48,1499.38,1422.53,12.851,19.292,45.09,67.3,300.2,1800,98.77,"SEPAC_Ecan_2"
"13",34.9,0.277,1660,3.26,1.27,6,0.5,2.25,23.07,25,22.48,2000.71,1918.43,12.92,19.314,45.05,67.36,300.2,1800,98.77,"SEPAC_Ecan_2"
