"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",19.9,0.518,278,4.35,0.978,6,0.5,2.25,24.28,25.09,24.05,399.32,356.54,14.261,22.757,45.95,72.83,300.2,1801,97.48,"KBS_Ecan_2"
"2",14.8,0.498,207,4.3,0.999,6,0.5,2.25,23.68,25.2,22.83,299.46,267.61,14.363,22.756,48.08,75.49,300.2,1801,97.48,"KBS_Ecan_2"
"3",9.15,0.52,144,4.36,0.976,6,0.5,2.25,23.32,25.18,22.27,200.1,180.25,14.438,22.943,49.4,77.78,300.2,1799,97.49,"KBS_Ecan_2"
"4",3.13,0.517,79.7,4.24,0.957,6,0.5,2.25,23.11,24.92,22.27,99.67,92.63,14.347,22.639,49.58,77.73,300.2,1801,97.49,"KBS_Ecan_2"
"5",-0.0726,0.516,49,4.19,0.946,6,0.5,2.25,23.39,24.86,22.9,49.77,49.5,14.457,22.637,49.27,76.47,300.2,1801,97.5,"KBS_Ecan_2"
"6",19.2,0.563,288,4.4,0.926,6,0.5,2.25,23.64,24.97,23.07,400.61,358.75,14.389,23.052,47.86,76.68,297.5,1800,97.5,"KBS_Ecan_2"
"7",20.1,0.542,280,4.37,0.949,6,0.5,2.25,22.97,25.13,21.69,399.22,355.99,14.6,23.141,50.92,80.18,300.2,1799,97.5,"KBS_Ecan_2"
"8",27.4,0.534,433,4.23,0.928,6,0.5,2.25,22.8,24.92,21.69,598.31,539.03,14.672,22.926,51.81,80.25,300.2,1799,97.5,"KBS_Ecan_2"
"9",31.6,0.559,612,4.34,0.919,6,0.5,2.25,22.84,24.97,21.69,801.05,731.47,14.631,23.114,51.3,80.71,300.2,1799,97.51,"KBS_Ecan_2"
"10",32.2,0.553,802,4.3,0.919,6,0.5,2.25,22.78,24.88,21.68,999.62,927.32,14.545,22.947,50.98,80.43,300.2,1801,97.51,"KBS_Ecan_2"
"11",29.6,0.533,1010,4.22,0.928,6,0.5,2.25,22.8,24.95,21.69,1198.42,1129.63,14.749,22.991,52.07,80.46,300.2,1799,97.51,"KBS_Ecan_2"
"12",30.1,0.535,1300,4.26,0.936,6,0.5,2.25,22.83,25.02,21.69,1500.42,1428.15,14.738,23.063,51.83,80.6,300.2,1801,97.51,"KBS_Ecan_2"
"13",30.4,0.543,1790,4.29,0.93,6,0.5,2.25,22.83,24.99,21.68,1999.06,1921.78,14.668,23.049,51.24,80.52,300.2,1800,97.51,"KBS_Ecan_2"
