"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",3.69,0.0411,237,0.737,1.74,6,0.5,2.25,24.57,25.96,23.37,400.27,392.29,15.265,16.715,48.02,52.58,299.6,1800,97.59,"Guelph_Pstr_3"
"2",3.22,0.0398,156,0.633,1.54,6,0.5,2.25,21.83,24.89,20.15,300.23,293.4,15.318,16.566,56.91,61.55,299.6,1801,97.58,"Guelph_Pstr_3"
"3",1.84,0.0454,126,0.714,1.53,6,0.5,2.25,24.53,24.87,24.11,200.14,196.18,15.262,16.668,48.26,52.63,299.6,1801,97.59,"Guelph_Pstr_3"
"4",0.231,0.0442,88.3,0.718,1.58,6,0.5,2.25,24.62,25.12,24.11,99.9,99.3,15.258,16.672,48.01,52.35,299.6,1801,97.6,"Guelph_Pstr_3"
"5",0.323,0.0452,65,0.684,1.47,6,0.5,2.25,23.24,24.5,22.62,79.12,78.37,15.208,16.556,51.94,56.54,299.6,1801,97.6,"Guelph_Pstr_3"
"6",4.74,0.0418,200,0.647,1.5,6,0.5,2.25,23.96,24.62,23.44,401.13,391.13,15.186,16.461,49.61,53.78,299.6,1801,97.6,"Guelph_Pstr_3"
"7",4.13,0.0375,205,0.601,1.55,6,0.5,2.25,24.28,24.85,23.72,400.13,391.39,15.216,16.4,48.84,52.56,299.6,1801,97.61,"Guelph_Pstr_3"
"8",5.96,0.0339,291,0.553,1.57,6,0.5,2.25,24.21,24.93,23.52,599.87,587.29,15.212,16.302,49.04,52.47,299.6,1800,97.6,"Guelph_Pstr_3"
"9",6.93,0.0292,386,0.479,1.58,6,0.5,2.25,24.28,24.87,23.72,799.87,785.23,15.195,16.139,48.69,51.72,299.6,1801,97.59,"Guelph_Pstr_3"
"10",8.23,0.0258,449,0.434,1.62,6,0.5,2.25,24.34,25.03,23.72,1000.57,983.24,15.192,16.048,48.5,51.23,299.6,1800,97.59,"Guelph_Pstr_3"
"11",8.69,0.0221,524,0.378,1.64,6,0.5,2.25,24.37,25.11,23.72,1200.41,1182.12,15.203,15.948,48.44,50.81,299.6,1800,97.58,"Guelph_Pstr_3"
"12",9.04,0.0179,635,0.336,1.8,6,0.5,2.25,24.14,25.87,22.77,1500.03,1480.92,15.217,15.879,49.12,51.26,299.6,1800,97.58,"Guelph_Pstr_3"
"13",10.5,0.0153,832,0.269,1.69,6,0.5,2.25,23.8,25.25,22.97,2000.08,1977.94,15.271,15.801,50.36,52.1,299.6,1800,97.57,"Guelph_Pstr_3"
