"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",5.64,0.0527,205,0.873,1.63,6,0.5,2.25,24.54,25.11,25.02,399.13,387.19,14.283,15.999,45.52,50.86,300.2,1799,98.36,"UMBS_Pgra_2"
"2",4.21,0.0554,161,0.911,1.62,6,0.5,2.25,23.91,25.16,23.85,300.18,291.24,14.386,16.179,47.59,53.41,300.2,1799,98.36,"UMBS_Pgra_2"
"3",2.38,0.0567,122,0.915,1.59,6,0.5,2.25,23.84,25.07,23.85,200.2,195.08,14.501,16.301,48.19,54.04,300.2,1799,98.36,"UMBS_Pgra_2"
"4",0.475,0.06,83.3,0.958,1.57,6,0.5,2.25,23.84,25.05,23.85,99.73,98.59,14.55,16.433,48.35,54.5,300.2,1799,98.36,"UMBS_Pgra_2"
"5",-0.481,0.0613,61.9,0.969,1.56,6,0.5,2.25,23.84,25.04,23.85,49.67,50.53,14.648,16.553,48.71,54.9,300.2,1799,98.37,"UMBS_Pgra_2"
"6",6.61,0.0642,208,0.993,1.53,6,0.5,2.25,23.81,24.94,23.85,398.51,384.54,14.738,16.69,49.09,55.44,300.2,1799,98.37,"UMBS_Pgra_2"
"7",6.7,0.0651,209,1,1.52,6,0.5,2.25,23.8,24.92,23.85,399.27,385.1,14.769,16.735,49.22,55.62,300.2,1799,98.37,"UMBS_Pgra_2"
"8",10.7,0.0677,306,1.04,1.51,6,0.5,2.25,23.82,24.96,23.85,598.26,575.7,14.823,16.861,49.37,55.99,300.2,1800,98.37,"UMBS_Pgra_2"
"9",14.9,0.0734,420,1.12,1.51,6,0.5,2.25,23.83,24.99,23.85,799.99,768.47,14.79,16.984,49.08,56.36,300.2,1799,98.38,"UMBS_Pgra_2"
"10",17.7,0.0757,557,1.15,1.5,6,0.5,2.25,23.84,25.01,23.85,999.8,962.16,14.826,17.077,49.19,56.63,300.2,1800,98.37,"UMBS_Pgra_2"
"11",18.7,0.0747,722,1.13,1.49,6,0.5,2.25,23.84,25,23.85,1197.69,1157.69,14.935,17.145,49.69,56.87,300.2,1800,98.37,"UMBS_Pgra_2"
"12",20.3,0.0804,1010,1.2,1.48,6,0.5,2.25,23.84,24.97,23.85,1499.07,1455.01,14.89,17.239,49.38,57.17,300.2,1799,98.37,"UMBS_Pgra_2"
"13",20.3,0.0826,1510,1.22,1.47,6,0.5,2.25,23.84,24.99,23.85,1999.76,1954.31,14.929,17.332,49.5,57.47,300.2,1799,98.37,"UMBS_Pgra_2"
