"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",5.17,0.0468,201,0.774,1.65,6,0.5,2.25,22.27,25.63,20.48,400.42,389.45,14.975,16.499,55.57,61.23,299.6,1800,100.1,"BNZ_Bpap_3"
"2",3.6,0.0468,161,0.726,1.55,6,0.5,2.25,21.57,25.06,19.76,299.54,291.91,14.994,16.425,58.19,63.64,299.6,1801,100.1,"BNZ_Bpap_3"
"3",2.17,0.049,119,0.736,1.5,6,0.5,2.25,21.56,24.84,19.99,199.74,195.11,15.006,16.457,58.29,63.8,299.6,1801,100.1,"BNZ_Bpap_3"
"4",0.566,0.0508,78.2,0.761,1.5,6,0.5,2.25,21.65,24.83,20.19,99.82,98.54,14.99,16.488,57.9,63.56,299.6,1799,100.1,"BNZ_Bpap_3"
"5",-0.166,0.0529,54,0.797,1.51,6,0.5,2.25,21.79,24.91,20.38,49.91,50.16,14.969,16.539,57.34,63.22,299.6,1799,100.1,"BNZ_Bpap_3"
"6",5.74,0.0581,219,0.883,1.52,6,0.5,2.25,21.95,25.01,20.58,400.53,388.35,14.837,16.576,56.17,62.76,299.6,1801,100.1,"BNZ_Bpap_3"
"7",6.02,0.0581,210,0.88,1.52,6,0.5,2.25,21.95,24.98,20.58,399.75,387.02,14.835,16.569,56.24,62.73,299.6,1801,100.1,"BNZ_Bpap_3"
"8",9.44,0.0525,276,0.873,1.66,6,0.5,2.25,20.71,25.66,18.9,601.17,581.24,14.726,16.445,60.12,67.14,299.6,1799,100.1,"BNZ_Bpap_3"
"9",12.6,0.0543,380,0.864,1.59,6,0.5,2.25,20.21,25.26,18.38,800.01,773.44,14.671,16.372,61.77,68.93,299.6,1800,100.1,"BNZ_Bpap_3"
"10",14.9,0.0536,496,0.831,1.55,6,0.5,2.25,20.02,25.03,18.2,999.92,968.41,14.695,16.332,62.72,69.58,299.6,1800,100.1,"BNZ_Bpap_3"
"11",16.6,0.0546,646,0.847,1.55,6,0.5,2.25,20.41,25.04,19.01,1199.63,1164.46,14.667,16.337,61.15,67.94,299.6,1800,100.1,"BNZ_Bpap_3"
"12",19.4,0.0647,939,0.936,1.46,6,0.5,2.25,21.99,24.54,20.98,1500.24,1458.67,14.526,16.37,54.83,61.79,299.6,1799,100.1,"BNZ_Bpap_3"
"13",20.7,0.0621,1370,0.945,1.53,6,0.5,2.25,22.41,24.96,21.37,1999.94,1954.74,14.563,16.424,53.7,60.44,299.6,1801,100.1,"BNZ_Bpap_3"
