"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",15.8,0.202,222,3.2,1.66,6,0.5,2.25,24.35,25.74,23.82,399.63,365.65,10.545,16.843,33.94,54.21,300.2,1801,98.5,"KBS_Qalb_1"
"2",12,0.219,172,3.18,1.53,6,0.5,2.25,21.97,25.13,20.71,298.91,273.1,10.719,16.967,40.32,63.08,300.2,1801,98.49,"KBS_Qalb_1"
"3",7.64,0.238,124,3.31,1.48,6,0.5,2.25,21.84,24.91,20.71,200.21,183.71,10.581,17.094,40.04,64.07,300.2,1801,98.49,"KBS_Qalb_1"
"4",2.39,0.251,75.5,3.39,1.44,6,0.5,2.25,21.99,24.82,21.13,99.57,94.16,10.634,17.294,40,64.23,300.2,1801,98.49,"KBS_Qalb_1"
"5",-0.203,0.27,50.5,3.59,1.43,6,0.5,2.25,22.35,24.86,21.7,50.35,50.39,10.479,17.521,38.47,63.65,300.2,1801,98.49,"KBS_Qalb_1"
"6",18.8,0.292,238,3.78,1.41,6,0.5,2.25,22.43,24.87,21.7,400.31,359.98,10.332,17.757,37.66,64.2,300.2,1801,98.49,"KBS_Qalb_1"
"7",18.6,0.293,239,3.79,1.4,6,0.5,2.25,22.44,24.88,21.69,399.03,359.07,10.388,17.824,37.94,64.39,300.2,1801,98.48,"KBS_Qalb_1"
"8",26.7,0.291,368,3.81,1.42,6,0.5,2.25,22.48,24.96,21.7,599.01,541.57,10.266,17.756,37.31,64.01,300.2,1800,98.48,"KBS_Qalb_1"
"9",24.7,0.126,403,2.26,1.82,6,0.5,2.25,21.86,25.42,20.44,800.96,748.27,10.148,14.604,37.99,54.7,300.2,1799,98.48,"KBS_Qalb_1"
"10",23.6,0.0779,428,1.49,1.91,6,0.5,2.25,21.07,25.14,19.58,997.97,948.02,10.264,13.205,40.56,51.88,300.2,1799,98.49,"KBS_Qalb_1"
"11",27.9,0.0771,520,1.46,1.89,6,0.5,2.25,20.84,24.95,19.36,1199.66,1140.65,10.149,13.031,40.43,51.92,300.2,1799,98.49,"KBS_Qalb_1"
"12",26,0.0517,590,1.04,1.97,6,0.5,2.25,20.74,25,19.27,1499.2,1444.24,10.197,12.242,40.9,49.11,300.2,1799,98.49,"KBS_Qalb_1"
"13",28.4,0.0409,766,0.842,2.02,6,0.5,2.25,20.71,25.07,19.22,1999.33,1939.33,10.228,11.892,41.09,47.77,300.2,1799,98.5,"KBS_Qalb_1"
