"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",4,0.038,212,0.575,1.47,6,0.5,2.25,21.53,25.11,20.29,398.96,390.5,16.613,17.742,63.08,67.27,300.2,1800,97.77,"MMSF_Uame_4"
"2",2.73,0.0389,174,0.567,1.42,6,0.5,2.25,21.32,24.85,20.33,299.83,294.03,16.644,17.757,64.03,68.21,300.2,1801,97.76,"MMSF_Uame_4"
"3",1.7,0.047,133,0.673,1.39,6,0.5,2.25,21.82,24.84,21.34,199.32,195.65,16.654,17.975,62.12,66.96,300.2,1801,97.76,"MMSF_Uame_4"
"4",0.371,0.055,85.6,0.784,1.39,6,0.5,2.25,22.05,24.96,21.51,99.62,98.72,16.694,18.232,61.45,66.98,300.2,1801,97.76,"MMSF_Uame_4"
"5",-0.393,0.0636,60.6,0.891,1.37,6,0.5,2.25,22.08,24.99,21.51,51.03,51.72,16.705,18.454,61.39,67.67,300.2,1801,97.76,"MMSF_Uame_4"
"6",6.38,0.0738,236,1.02,1.35,6,0.5,2.25,22.1,25,21.5,399.27,385.73,16.675,18.669,61.18,68.37,300.2,1801,97.76,"MMSF_Uame_4"
"7",6.15,0.0705,236,0.984,1.37,6,0.5,2.25,22.11,25.02,21.5,399.61,386.56,16.621,18.551,60.84,67.91,300.2,1801,97.76,"MMSF_Uame_4"
"8",7.18,0.0482,330,0.716,1.45,6,0.5,2.25,22.12,25.14,21.5,599.12,583.94,16.606,18.012,60.74,65.89,300.2,1800,97.75,"MMSF_Uame_4"
"9",6.37,0.0294,422,0.453,1.49,6,0.5,2.25,21.6,25.09,20.72,800.46,787.02,16.595,17.485,62.64,66,300.2,1799,97.76,"MMSF_Uame_4"
"10",6.95,0.0255,525,0.393,1.49,6,0.5,2.25,21.55,25.03,20.72,999.55,984.88,16.606,17.378,62.87,65.79,300.2,1800,97.76,"MMSF_Uame_4"
"11",8.16,0.0242,615,0.369,1.47,6,0.5,2.25,21.52,24.94,20.72,1199.65,1182.47,16.633,17.358,63.09,65.84,300.2,1800,97.75,"MMSF_Uame_4"
"12",9.3,0.0226,788,0.343,1.46,6,0.5,2.25,21.5,24.87,20.72,1499.48,1479.88,16.665,17.338,63.29,65.85,300.2,1800,97.75,"MMSF_Uame_4"
"13",7.75,0.0168,1200,0.261,1.49,6,0.5,2.25,21.64,24.97,20.92,1999.55,1983.02,16.715,17.227,62.94,64.88,300.2,1800,97.74,"MMSF_Uame_4"
