"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",1.52,0.0238,285,0.369,1.49,6,0.5,2.25,23.24,25.4,23,400.17,396.85,17.307,18.031,59.07,61.54,300.5,1799,97.67,"MMSF_Asac_6"
"2",0.788,0.0167,216,0.257,1.48,6,0.5,2.25,22.16,25.19,20.92,300.38,298.65,17.308,17.813,63.06,64.9,300.5,1799,97.67,"MMSF_Asac_6"
"3",0.328,0.0168,163,0.255,1.45,6,0.5,2.25,21.81,25.09,20.98,199.93,199.17,17.328,17.828,64.56,66.4,300.5,1799,97.67,"MMSF_Asac_6"
"4",-0.166,0.0179,112,0.268,1.44,6,0.5,2.25,21.89,25.02,21.18,99.35,99.63,17.349,17.875,64.31,66.22,300.5,1799,97.66,"MMSF_Asac_6"
"5",-0.373,0.0192,80,0.282,1.41,6,0.5,2.25,21.73,24.91,20.98,49.47,50.19,17.38,17.933,65.07,67.1,300.5,1799,97.66,"MMSF_Asac_6"
"6",1.47,0.0205,274,0.302,1.41,6,0.5,2.25,22,24.96,21.57,400.7,397.53,17.424,18.016,64.17,66.3,300.5,1799,97.66,"MMSF_Asac_6"
"7",1.22,0.0171,274,0.256,1.44,6,0.5,2.25,22,25.04,21.38,399.91,397.26,17.432,17.934,64.19,66,300.5,1799,97.66,"MMSF_Asac_6"
"8",1.55,0.0125,387,0.186,1.42,6,0.5,2.25,21.63,24.87,20.78,600.91,597.59,17.433,17.798,65.64,67,300.5,1799,97.65,"MMSF_Asac_6"
"9",1.64,0.0109,540,0.165,1.45,6,0.5,2.25,22,25.03,21.38,800.76,797.22,17.486,17.81,64.39,65.56,300.5,1799,97.65,"MMSF_Asac_6"
"10",2.34,0.00853,535,0.129,1.44,6,0.5,2.25,21.69,24.98,20.73,999.81,994.88,17.515,17.767,65.69,66.62,300.5,1799,97.64,"MMSF_Asac_6"
"11",2.44,0.00805,686,0.118,1.41,6,0.5,2.25,21.34,24.8,20.4,1199.67,1194.52,17.555,17.787,67.25,68.13,300.5,1801,97.64,"MMSF_Asac_6"
"12",2.17,0.0085,1060,0.123,1.38,6,0.5,2.25,21.51,24.72,20.82,1500.39,1495.69,17.606,17.848,66.75,67.67,300.5,1801,97.63,"MMSF_Asac_6"
"13",2.75,0.00911,1470,0.136,1.43,6,0.5,2.25,22.18,25,21.77,1999.53,1993.51,17.652,17.919,64.26,65.2,300.5,1800,97.63,"MMSF_Asac_6"
