"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",6.4,0.0673,221,1.21,1.76,6,0.5,2.25,24.56,25.02,23.91,399.7,385.93,12.163,14.554,38.33,45.8,299.6,1799,97.44,"Guelph_Pgra_4"
"2",4.17,0.061,172,1.1,1.75,6,0.5,2.25,24.48,24.92,23.91,299.82,290.83,12.304,14.467,38.99,45.72,299.6,1800,97.45,"Guelph_Pgra_4"
"3",2.22,0.0573,126,1.03,1.75,6,0.5,2.25,24.46,24.88,23.91,198.64,193.8,12.4,14.427,39.34,45.66,299.6,1800,97.45,"Guelph_Pgra_4"
"4",0.455,0.0546,82.1,0.982,1.75,6,0.5,2.25,24.57,24.89,24.11,99.45,98.35,12.501,14.439,39.4,45.39,299.6,1800,97.45,"Guelph_Pgra_4"
"5",-0.314,0.0529,58.6,0.953,1.75,6,0.5,2.25,24.6,24.92,24.11,49.95,50.48,12.609,14.489,39.68,45.48,299.6,1800,97.45,"Guelph_Pgra_4"
"6",5.38,0.052,212,0.934,1.75,6,0.5,2.25,24.61,24.95,24.11,400.95,389.45,12.727,14.571,40.03,45.72,299.6,1800,97.46,"Guelph_Pgra_4"
"7",5.21,0.0515,215,0.924,1.75,6,0.5,2.25,24.61,24.95,24.11,399.42,388.27,12.786,14.61,40.21,45.84,299.6,1800,97.46,"Guelph_Pgra_4"
"8",7.64,0.048,311,0.863,1.75,6,0.5,2.25,24.61,24.96,24.11,599.63,583.33,12.909,14.612,40.59,45.86,299.6,1800,97.46,"Guelph_Pgra_4"
"9",8.3,0.0395,423,0.718,1.76,6,0.5,2.25,24.61,24.97,24.11,800.22,782.47,13.08,14.496,41.13,45.48,299.6,1800,97.46,"Guelph_Pgra_4"
"10",10.1,0.0374,517,0.683,1.77,6,0.5,2.25,24.61,25,24.11,1000.06,978.49,13.11,14.459,41.12,45.35,299.6,1800,97.46,"Guelph_Pgra_4"
"11",11,0.0342,630,0.626,1.77,6,0.5,2.25,24.62,25,24.11,1199.98,1176.56,13.222,14.458,41.46,45.34,299.6,1800,97.46,"Guelph_Pgra_4"
"12",12.5,0.031,787,0.568,1.77,6,0.5,2.25,24.62,25,24.11,1499.09,1472.43,13.355,14.477,41.95,45.4,299.6,1800,97.46,"Guelph_Pgra_4"
"13",15.4,0.0296,1080,0.541,1.76,6,0.5,2.25,24.61,24.98,24.11,1998.9,1965.86,13.439,14.507,42.22,45.5,299.6,1800,97.46,"Guelph_Pgra_4"
