"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",16,0.283,259,2.9,1.11,6,0.5,2.25,23.9,25.16,23.44,398.83,364.82,15.436,21.105,51.87,70.39,300.2,1800,99.27,"Blandy_Uame_3"
"2",11.7,0.294,198,2.96,1.1,6,0.5,2.25,23.82,25.1,23.45,298.05,272.98,15.358,21.15,51.78,70.88,300.2,1800,99.27,"Blandy_Uame_3"
"3",7.08,0.29,139,2.91,1.1,6,0.5,2.25,23.8,25.09,23.45,200.38,185.15,15.464,21.159,52.27,70.98,300.2,1800,99.27,"Blandy_Uame_3"
"4",2.23,0.3,79.9,2.98,1.09,6,0.5,2.25,23.79,25.07,23.45,99.74,94.72,15.384,21.218,51.95,71.23,300.2,1800,99.27,"Blandy_Uame_3"
"5",-0.29,0.309,51.7,3.01,1.07,6,0.5,2.25,23.78,25.06,23.45,50.6,50.88,15.48,21.362,52.38,71.73,300.3,1800,99.26,"Blandy_Uame_3"
"6",16.5,0.315,267,3.06,1.07,6,0.5,2.25,23.78,25,23.45,400.62,365.51,15.314,21.291,51.66,71.5,300.2,1800,99.26,"Blandy_Uame_3"
"7",16.3,0.307,264,3,1.07,6,0.5,2.25,23.78,25.02,23.45,399.25,364.51,15.375,21.246,51.95,71.35,300.2,1800,99.26,"Blandy_Uame_3"
"8",22.8,0.29,402,2.94,1.11,6,0.5,2.25,23.78,25.06,23.45,599.7,550.88,15.219,20.978,51.1,70.45,300.2,1800,99.26,"Blandy_Uame_3"
"9",25.6,0.222,532,2.53,1.21,6,0.5,2.25,23.78,25.17,23.45,799.69,744.67,15.197,20.16,51.03,67.71,300.2,1800,99.26,"Blandy_Uame_3"
"10",25.8,0.149,634,1.91,1.32,6,0.5,2.25,23.26,25.12,22.67,999.52,944.31,15.19,18.933,52.64,65.62,300.2,1800,99.27,"Blandy_Uame_3"
"11",23.2,0.0889,697,1.27,1.44,6,0.5,2.25,23.05,25.1,22.48,1200.57,1151.18,15.188,17.691,53.31,62.11,300.2,1800,99.27,"Blandy_Uame_3"
"12",17.2,0.0377,698,0.601,1.57,6,0.5,2.25,22.86,25.08,22.28,1500.92,1464.85,15.207,16.388,53.99,58.19,300.2,1800,99.27,"Blandy_Uame_3"
"13",21.3,0.0345,915,0.546,1.56,6,0.5,2.25,22.83,24.97,22.28,1999.55,1954.81,15.202,16.275,54.09,57.91,300.2,1800,99.27,"Blandy_Uame_3"
