"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",7.19,0.103,259,1.68,1.62,6,0.5,2.25,25.01,24.86,25.69,399.1,383.4,12.418,15.738,38.19,48.13,299.6,1799,97.32,"GR_Fnig_1"
"2",5.27,0.107,200,1.76,1.63,6,0.5,2.25,25.1,25,25.68,299.67,288.11,12.452,15.922,38.06,48.45,299.6,1799,97.33,"GR_Fnig_1"
"3",3.16,0.115,142,1.86,1.62,6,0.5,2.25,25.13,25.1,25.68,199.76,192.73,12.535,16.204,38.24,49.2,299.6,1800,97.33,"GR_Fnig_1"
"4",0.835,0.121,83.5,1.94,1.6,6,0.5,2.25,25.15,25.15,25.68,99.48,97.43,12.681,16.501,38.69,50.04,299.6,1799,97.33,"GR_Fnig_1"
"5",-0.352,0.134,53.1,2.08,1.56,6,0.5,2.25,25.05,25.12,25.48,49.55,50.05,12.735,16.828,39.06,51.36,299.6,1799,97.33,"GR_Fnig_1"
"6",7.65,0.151,289,2.25,1.51,6,0.5,2.25,25.04,25.07,25.48,399.95,382.9,12.891,17.313,39.57,52.87,299.6,1799,97.33,"GR_Fnig_1"
"7",7.69,0.151,288,2.25,1.5,6,0.5,2.25,25.04,25.07,25.48,399.95,382.81,12.943,17.365,39.74,53.03,299.6,1799,97.33,"GR_Fnig_1"
"8",10.6,0.129,425,1.99,1.55,6,0.5,2.25,25.04,25.12,25.48,599.76,576.18,13.054,16.974,40.04,51.83,299.6,1799,97.33,"GR_Fnig_1"
"9",12.4,0.105,559,1.68,1.59,6,0.5,2.25,24.79,25.05,25.08,799.92,772.56,13.146,16.452,40.91,51,299.6,1799,97.33,"GR_Fnig_1"
"10",13.6,0.104,730,1.66,1.58,6,0.5,2.25,24.73,24.96,25.09,999.64,969.16,13.13,16.395,40.85,51.01,299.6,1799,97.33,"GR_Fnig_1"
"11",13.7,0.1,913,1.59,1.57,6,0.5,2.25,24.71,24.92,25.09,1198.67,1167.52,13.22,16.353,41.28,50.93,299.6,1799,97.33,"GR_Fnig_1"
"12",14.2,0.0945,1180,1.51,1.58,6,0.5,2.25,24.71,24.93,25.09,1498.48,1465.71,13.316,16.291,41.61,50.73,299.6,1799,97.33,"GR_Fnig_1"
"13",14.4,0.0898,1650,1.45,1.6,6,0.5,2.25,24.73,24.98,25.09,1998.7,1964.24,13.37,16.23,41.74,50.5,299.6,1800,97.33,"GR_Fnig_1"
