"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",11.7,0.215,276,1.91,0.93,6,0.5,2.25,24.57,25.21,24.32,400.28,375.37,19.605,23.344,62.07,73.9,299.6,1800,98.09,"Guelph_Uame_1"
"2",8.87,0.255,215,2.05,0.856,6,0.5,2.25,24.25,25.06,23.91,298.12,279.21,19.788,23.803,64.13,76.81,299.6,1800,98.09,"Guelph_Uame_1"
"3",5.98,0.305,150,2.28,0.808,6,0.5,2.25,24.21,24.97,23.92,200.01,187.18,19.664,24.12,63.77,78.01,299.6,1800,98.09,"Guelph_Uame_1"
"4",1.9,0.335,83.7,2.35,0.77,6,0.5,2.25,24.19,24.91,23.92,99.31,95.06,19.799,24.396,64.42,78.98,299.6,1800,98.09,"Guelph_Uame_1"
"5",0.012,0.39,49.1,2.56,0.733,6,0.5,2.25,24.18,24.85,23.92,50.04,49.76,19.658,24.65,63.89,79.88,299.6,1800,98.09,"Guelph_Uame_1"
"6",13,0.425,312,2.72,0.723,6,0.5,2.25,24.31,24.92,24.12,401.15,373.06,19.577,24.882,62.92,79.97,299.6,1800,98.08,"Guelph_Uame_1"
"7",12.4,0.359,305,2.46,0.757,6,0.5,2.25,24.32,24.95,24.11,398.07,371.43,19.787,24.599,63.91,79.05,299.6,1800,98.08,"Guelph_Uame_1"
"8",14.4,0.186,429,1.72,0.955,6,0.5,2.25,24.33,25.14,24.11,600.67,569.8,19.593,22.958,62.91,73.74,299.6,1800,98.08,"Guelph_Uame_1"
"9",10.8,0.0651,494,0.761,1.15,6,0.5,2.25,24.26,25.2,24.06,800.69,777.89,19.608,21.099,63.21,68.03,299.6,1800,98.08,"Guelph_Uame_1"
"10",12.9,0.0515,549,0.607,1.15,6,0.5,2.25,23.92,25.08,23.52,1000.29,973.2,19.643,20.834,64.71,68.57,299.6,1799,98.08,"Guelph_Uame_1"
"11",14.3,0.0444,632,0.509,1.12,6,0.5,2.25,23.58,24.78,22.38,1201.33,1171.59,19.617,20.614,65.8,69.17,299.6,1799,98.08,"Guelph_Uame_1"
"12",13.3,0.0334,807,0.401,1.16,6,0.5,2.25,23.8,24.92,23.53,1500.75,1472.97,19.618,20.403,65.01,67.61,299.6,1799,98.08,"Guelph_Uame_1"
"13",16.3,0.0299,1050,0.379,1.23,6,0.5,2.25,23.85,25.22,23.52,2000.34,1966.19,19.599,20.343,64.77,67.23,299.6,1799,98.08,"Guelph_Uame_1"
