"","X","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",1,2.59363870809284,0.0263048016701461,219,0.5297801792951,1.91,8.143,0.5,7.2,25.15,25.51,25.01,399.81,387.15,14.09,16.447,42.61,49.74,300.1,1800,97.05,"GR_Pmar_1"
"2",2,1.59891931720496,0.0252732408203365,183,0.480412624339924,1.81,8.143,0.5,7.2,23.37,24.97,22.47,300.04,292.19,14.168,16.304,47.67,54.86,300.1,1800,97.04,"GR_Pmar_1"
"3",3,0.685251135944983,0.0243890458062139,146,0.459044578165295,1.79,8.143,0.5,7.2,23.4,24.86,22.66,199.5,195.99,14.225,16.269,47.79,54.65,300.1,1800,97.04,"GR_Pmar_1"
"4",4,-0.195259732285399,0.0236522166277785,110,0.447992140488763,1.8,8.143,0.5,7.2,23.42,24.88,22.67,99.33,100.01,14.242,16.235,47.79,54.48,300.1,1800,97.04,"GR_Pmar_1"
"5",5,-0.464939211592779,0.0220311924352204,83.5,0.420729460886651,1.81,8.143,0.5,7.2,23.43,24.93,22.67,49.67,51.68,14.344,16.216,48.23,54.38,300.1,1800,97.04,"GR_Pmar_1"
"6",6,4.4209750706128,0.0222522411887511,53.9,0.425887265135699,1.82,8.143,0.5,7.2,23.44,24.94,22.67,400.18,379.44,14.309,16.204,47.94,54.29,300.1,1800,97.04,"GR_Pmar_1"
"7",7,2.55679724917107,0.0209259486675672,183,0.402308731425764,1.82,8.143,0.5,7.2,23.45,24.97,22.67,399.86,387.58,14.416,16.205,48.41,54.28,300.1,1800,97.04,"GR_Pmar_1"
"8",8,4.59781407343731,0.0209259486675672,212,0.398624585533587,1.81,8.143,0.5,7.2,23.32,24.93,22.47,599.71,577.86,14.44,16.215,48.75,54.74,300.1,1800,97.04,"GR_Pmar_1"
"9",9,6.03463097138647,0.0201154365712882,274,0.385361660321749,1.81,8.143,0.5,7.2,23.32,24.96,22.47,799.58,770.93,14.554,16.268,49.12,54.91,300.1,1800,97.04,"GR_Pmar_1"
"10",10,6.52830652093823,0.0195996561463834,412,0.374309222645217,1.82,8.143,0.5,7.2,23.34,24.99,22.47,999.44,968.28,14.655,16.322,49.43,55.05,300.1,1800,97.05,"GR_Pmar_1"
"11",11,7.21355765688321,0.0191575586393221,535,0.362519955790249,1.79,8.143,0.5,7.2,23.17,24.88,22.28,1199.64,1165.1,14.699,16.31,50.07,55.56,300.1,1800,97.05,"GR_Pmar_1"
"12",12,8.76826722338205,0.0187891440501044,673,0.358098980719636,1.81,8.143,0.5,7.2,23.31,24.95,22.47,1500.5,1458.33,14.717,16.308,49.71,55.08,300.1,1800,97.05,"GR_Pmar_1"
"13",13,10.3156084980965,0.0184944123787302,1010,0.358098980719636,1.83,8.143,0.5,7.2,23.48,25.07,22.67,1998.99,1949.06,14.735,16.327,49.26,54.58,300.1,1800,97.05,"GR_Pmar_1"
