"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",4.85,0.597,364,5.28,1.06,6,0.5,2.25,24.2,25.17,23.85,399.73,385.97,11.637,21.953,37.91,70.82,300.2,1800,97.81,"MMSF_Pstr_4"
"2",3.28,0.597,274,5.26,1.06,6,0.5,2.25,24.03,25.13,23.65,299.63,290.03,11.645,21.919,38.35,71.48,300.2,1800,97.81,"MMSF_Pstr_4"
"3",1.67,0.593,187,5.24,1.06,6,0.5,2.25,24.02,25.13,23.65,201.04,195.64,11.654,21.904,38.4,71.48,300.2,1799,97.82,"MMSF_Pstr_4"
"4",0.106,0.592,96.1,5.23,1.06,6,0.5,2.25,24.01,25.12,23.65,99.36,98.12,11.661,21.891,38.43,71.46,300.2,1800,97.81,"MMSF_Pstr_4"
"5",-0.687,0.592,53,5.23,1.06,6,0.5,2.25,24,25.11,23.65,50.75,51.59,11.663,21.88,38.45,71.44,300.2,1800,97.81,"MMSF_Pstr_4"
"6",4.97,0.588,363,5.2,1.06,6,0.5,2.25,24,25.09,23.65,399.71,385.75,11.66,21.83,38.45,71.3,300.2,1800,97.82,"MMSF_Pstr_4"
"7",4.92,0.588,363,5.2,1.06,6,0.5,2.25,24,25.08,23.65,399.68,385.84,11.659,21.82,38.45,71.28,300.2,1800,97.82,"MMSF_Pstr_4"
"8",7.73,0.586,542,5.18,1.06,6,0.5,2.25,23.99,25.06,23.65,598.85,577.43,11.656,21.779,38.45,71.16,300.2,1800,97.82,"MMSF_Pstr_4"
"9",9.99,0.58,725,5.16,1.06,6,0.5,2.25,23.99,25.06,23.65,799.88,771.95,11.649,21.737,38.43,71.04,300.2,1800,97.82,"MMSF_Pstr_4"
"10",11.7,0.579,911,5.15,1.06,6,0.5,2.25,23.99,25.04,23.65,999.91,966.59,11.642,21.713,38.42,70.97,300.2,1800,97.82,"MMSF_Pstr_4"
"11",13.3,0.575,1100,5.13,1.07,6,0.5,2.25,23.98,25.03,23.65,1199.89,1161.32,11.625,21.66,38.38,70.83,300.2,1800,97.82,"MMSF_Pstr_4"
"12",15.1,0.579,1380,5.17,1.07,6,0.5,2.25,23.98,25.02,23.65,1499.81,1454.55,11.497,21.615,37.6,70.69,300.2,1800,97.82,"MMSF_Pstr_4"
"13",16.5,0.561,1860,5.07,1.07,6,0.5,2.25,23.98,25.04,23.65,1998.71,1946.07,11.698,21.606,38.75,70.65,300.2,1800,97.81,"MMSF_Pstr_4"
