"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",5.61,0.0673,243,0.998,1.49,6,0.5,2.25,24.81,24.64,25.08,399.59,387.58,14.255,16.222,45.39,51.57,299.6,1800,99.92,"Blandy_Arub_1"
"2",3.81,0.0614,184,0.948,1.55,6,0.5,2.25,23.89,24.9,23.71,299.65,291.47,14.287,16.156,48.07,54.24,299.6,1801,99.93,"Blandy_Arub_1"
"3",2.25,0.0629,133,0.964,1.54,6,0.5,2.25,24.11,24.87,24.11,200.07,195.2,14.291,16.191,47.47,53.67,299.6,1801,99.93,"Blandy_Arub_1"
"4",0.49,0.0645,83.5,0.993,1.55,6,0.5,2.25,24.14,24.96,24.12,99.44,98.26,14.307,16.264,47.44,53.81,299.6,1801,99.93,"Blandy_Arub_1"
"5",-0.404,0.0726,58.3,1.06,1.47,6,0.5,2.25,24.01,24.6,23.92,49.73,50.43,14.287,16.373,47.64,54.59,299.6,1800,99.93,"Blandy_Arub_1"
"6",6.01,0.0687,237,1.05,1.54,6,0.5,2.25,24.02,24.96,23.92,401.48,388.62,14.313,16.38,47.71,54.6,299.6,1800,99.92,"Blandy_Arub_1"
"7",4.97,0.0542,232,0.847,1.56,6,0.5,2.25,23.75,24.91,23.52,399.81,389.2,14.34,16.01,48.57,54.23,299.6,1800,99.92,"Blandy_Arub_1"
"8",6.22,0.0414,331,0.649,1.56,6,0.5,2.25,23.16,24.7,22.74,599.67,586.45,14.402,15.681,50.55,55.05,299.6,1800,99.92,"Blandy_Arub_1"
"9",7.85,0.0386,437,0.617,1.59,6,0.5,2.25,23.66,24.85,23.53,799.33,782.64,14.445,15.661,49.18,53.33,299.6,1800,99.93,"Blandy_Arub_1"
"10",9.47,0.0372,547,0.602,1.6,6,0.5,2.25,23.93,24.94,23.93,1000.4,980.26,14.471,15.658,48.49,52.47,299.6,1800,99.93,"Blandy_Arub_1"
"11",11.3,0.0323,587,0.5,1.54,6,0.5,2.25,22.53,24.48,21.37,1200.52,1176.68,14.483,15.469,52.8,56.4,299.6,1800,99.93,"Blandy_Arub_1"
"12",11.7,0.0325,860,0.519,1.58,6,0.5,2.25,23.75,24.71,23.73,1500.03,1475.02,14.415,15.438,48.84,52.31,299.6,1801,99.93,"Blandy_Arub_1"
"13",13.2,0.0295,1200,0.481,1.61,6,0.5,2.25,23.92,24.8,23.92,2000.01,1971.6,14.369,15.317,48.24,51.35,299.6,1800,99.93,"Blandy_Arub_1"
