"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",6.96,0.0759,226,1.15,1.49,6,0.5,2.25,24.62,25.07,25.5,399.6,384.78,15.051,17.305,47.67,54.67,299.6,1799,98.2,"UMBS_Arub_5"
"2",5.63,0.0915,180,1.33,1.45,6,0.5,2.25,24.17,25.1,24.13,299.64,287.6,15.165,17.789,49.35,57.72,299.6,1800,98.2,"UMBS_Arub_5"
"3",3.61,0.111,134,1.5,1.36,6,0.5,2.25,24.18,24.84,24.31,199.38,191.59,15.248,18.205,49.6,59.03,299.6,1800,98.2,"UMBS_Arub_5"
"4",1.11,0.122,79.2,1.65,1.36,6,0.5,2.25,24.32,25.03,24.51,98.94,96.39,15.325,18.572,49.45,59.72,299.6,1800,98.21,"UMBS_Arub_5"
"5",-0.192,0.134,51.2,1.77,1.34,6,0.5,2.25,24.22,25.07,24.3,49.76,49.97,15.403,18.88,50.02,61.1,299.6,1799,98.21,"UMBS_Arub_5"
"6",9.1,0.146,269,1.86,1.3,6,0.5,2.25,24.19,24.99,24.31,400.54,380.89,15.475,19.128,50.37,62.03,299.6,1799,98.22,"UMBS_Arub_5"
"7",9.26,0.149,268,1.89,1.29,6,0.5,2.25,24.19,25,24.31,399.68,379.7,15.509,19.226,50.47,62.33,299.6,1800,98.22,"UMBS_Arub_5"
"8",13.5,0.151,409,1.91,1.29,6,0.5,2.25,24.17,25,24.3,600.81,571.54,15.482,19.227,50.25,62.41,299.6,1800,98.22,"UMBS_Arub_5"
"9",15.4,0.13,554,1.7,1.32,6,0.5,2.25,24.07,24.96,24.12,800.52,767.02,15.527,18.867,50.71,61.63,299.6,1800,98.22,"UMBS_Arub_5"
"10",16.4,0.118,713,1.58,1.35,6,0.5,2.25,24.04,25.01,24.12,1000.25,964.43,15.569,18.665,51.01,61.07,299.6,1800,98.22,"UMBS_Arub_5"
"11",16.4,0.107,882,1.45,1.37,6,0.5,2.25,24.17,25.03,24.31,1198.69,1162.36,15.652,18.511,50.96,60.09,299.6,1801,98.22,"UMBS_Arub_5"
"12",16.7,0.0982,1150,1.36,1.38,6,0.5,2.25,23.83,25.01,23.71,1499.15,1461.77,15.675,18.343,52.08,60.78,299.6,1800,98.22,"UMBS_Arub_5"
"13",17.5,0.098,1620,1.32,1.34,6,0.5,2.25,23.79,24.77,23.73,2000.32,1960.17,15.639,18.233,51.95,60.57,299.6,1799,98.22,"UMBS_Arub_5"
