"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",8.16,0.104,247,1.33,1.27,6,0.5,2.25,25.06,25.25,25.28,401.16,383.8,17.301,19.912,53.14,61.16,299.6,1800,98.04,"Guelph_Asac_3"
"2",5.93,0.107,191,1.33,1.24,6,0.5,2.25,24.4,25.13,24.11,300.62,287.98,17.452,20.06,55.9,64.1,299.6,1799,98.04,"Guelph_Asac_3"
"3",4.1,0.151,143,1.39,0.94,6,0.5,2.25,21.59,23.65,20.2,200.57,191.83,17.604,20.327,66.7,76.99,299.6,1800,98.04,"Guelph_Asac_3"
"4",1.48,0.192,81.3,1.9,1.03,6,0.5,2.25,24.6,24.82,24.69,99.37,96.03,17.88,21.609,56.66,68.25,299.6,1800,98.04,"Guelph_Asac_3"
"5",-0.024,0.231,54.5,2.22,1.01,6,0.5,2.25,24.66,25.14,24.5,55.43,55.23,18.032,22.383,56.74,70.42,299.6,1800,98.05,"Guelph_Asac_3"
"6",10.2,0.237,298,2.2,0.978,6,0.5,2.25,24.54,25.09,24.3,400.6,378.47,18.344,22.643,58.43,71.77,299.6,1800,98.04,"Guelph_Asac_3"
"7",10.5,0.238,295,2.23,0.985,6,0.5,2.25,24.55,25.11,24.31,400.23,377.53,18.23,22.586,57.75,71.56,299.6,1799,98.04,"Guelph_Asac_3"
"8",13.9,0.202,444,1.99,1.02,6,0.5,2.25,24.43,25.11,24.11,600.61,570.56,18.303,22.201,58.39,70.83,299.6,1799,98.04,"Guelph_Asac_3"
"9",16.4,0.177,595,1.8,1.05,6,0.5,2.25,24.32,25.09,23.92,800.54,764.98,18.401,21.933,59.1,70.45,299.6,1799,98.03,"Guelph_Asac_3"
"10",17.6,0.164,765,1.68,1.05,6,0.5,2.25,24.17,25.02,23.72,1000.67,962.28,18.473,21.77,59.86,70.54,299.6,1799,98.04,"Guelph_Asac_3"
"11",17.6,0.138,928,1.46,1.07,6,0.5,2.25,24.13,24.96,23.72,1198.37,1159.83,18.613,21.474,60.61,69.75,299.6,1799,98.04,"Guelph_Asac_3"
"12",17.7,0.105,1150,1.17,1.12,6,0.5,2.25,24.06,24.94,23.51,1498.76,1459.89,18.634,20.931,60.76,68.26,299.6,1800,98.04,"Guelph_Asac_3"
"13",14.9,0.0662,1560,0.79,1.17,6,0.5,2.25,23.96,24.9,23.52,2000.6,1967.75,18.711,20.261,61.39,66.49,299.6,1800,98.03,"Guelph_Asac_3"
