"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",13.7,0.224,256,3.57,1.7,6,0.5,2.25,21.31,26.14,19,400.63,370.54,10.056,17.08,39.37,66.87,300.1,1799,99.62,"Auburn_Qrub_1"
"2",10,0.24,198,3.59,1.61,6,0.5,2.25,20.7,25.67,18.37,299.25,277.2,10.006,17.06,40.69,69.37,300.1,1800,99.62,"Auburn_Qrub_1"
"3",6.21,0.264,140,3.72,1.53,6,0.5,2.25,20.43,25.38,18.12,199.69,185.9,9.959,17.274,41.18,71.42,300.1,1800,99.62,"Auburn_Qrub_1"
"4",1.87,0.282,81.3,3.84,1.49,6,0.5,2.25,20.31,25.27,18.01,99.63,95.16,9.932,17.48,41.35,72.77,300.1,1800,99.62,"Auburn_Qrub_1"
"5",-0.399,0.282,51.3,3.89,1.51,6,0.5,2.25,20.35,25.38,18.04,49.66,50.07,9.9,17.535,41.14,72.86,300.1,1799,99.61,"Auburn_Qrub_1"
"6",13,0.222,261,3.38,1.63,6,0.5,2.25,20.4,25.49,18.1,399.99,371.43,9.889,16.534,40.95,68.49,300.1,1800,99.61,"Auburn_Qrub_1"
"7",12.5,0.19,251,3.07,1.7,6,0.5,2.25,20.42,25.59,18.12,400.03,372.67,9.923,15.971,41.05,66.06,300.1,1799,99.61,"Auburn_Qrub_1"
"8",16.3,0.136,350,2.46,1.86,6,0.5,2.25,20.45,25.79,18.17,600.28,564.91,9.954,14.793,41.09,61.08,300.1,1799,99.6,"Auburn_Qrub_1"
"9",16.7,0.0814,407,1.67,2.07,6,0.5,2.25,20.54,26.08,18.25,801.29,765.35,9.974,13.271,40.95,54.49,300.1,1800,99.6,"Auburn_Qrub_1"
"10",15.6,0.0537,467,1.18,2.19,6,0.5,2.25,20.57,26.2,18.29,1000.19,966.74,9.982,12.31,40.9,50.44,300.1,1801,99.6,"Auburn_Qrub_1"
"11",14.1,0.038,536,0.872,2.27,6,0.5,2.25,20.61,26.29,18.34,1200.01,1169.77,9.978,11.701,40.78,47.82,300.1,1800,99.6,"Auburn_Qrub_1"
"12",13,0.0278,674,0.659,2.33,6,0.5,2.25,20.65,26.38,18.39,1499.72,1471.73,9.929,11.233,40.48,45.8,300.1,1800,99.6,"Auburn_Qrub_1"
"13",12,0.0201,952,0.489,2.39,6,0.5,2.25,20.73,26.5,18.48,1999.61,1973.69,9.897,10.864,40.15,44.07,300.1,1800,99.6,"Auburn_Qrub_1"
