"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",4.31,0.0336,174,0.609,1.76,6,0.5,2.25,21.84,25.16,20.69,399.62,390.53,13.648,14.847,50.88,55.27,300.2,1799,97.84,"MMSF_Pstr_2"
"2",2.74,0.0327,152,0.583,1.73,6,0.5,2.25,21.68,24.98,20.72,300.32,294.5,13.646,14.793,51.38,55.63,300.2,1799,97.84,"MMSF_Pstr_2"
"3",1.42,0.032,120,0.565,1.71,6,0.5,2.25,21.61,24.87,20.72,199.4,196.34,13.646,14.759,51.59,55.72,300.2,1799,97.84,"MMSF_Pstr_2"
"4",0.18,0.0323,87.3,0.57,1.71,6,0.5,2.25,21.83,24.87,21.11,99.52,99.05,13.649,14.771,50.92,55.03,300.2,1799,97.84,"MMSF_Pstr_2"
"5",-0.413,0.0327,70.3,0.577,1.71,6,0.5,2.25,21.85,24.89,21.11,50.77,51.53,13.65,14.786,50.85,55.01,300.2,1799,97.84,"MMSF_Pstr_2"
"6",4.31,0.0329,170,0.581,1.71,6,0.5,2.25,21.86,24.88,21.11,399.72,390.64,13.645,14.789,50.82,55.01,300.2,1799,97.84,"MMSF_Pstr_2"
"7",4.25,0.033,174,0.582,1.71,6,0.5,2.25,21.86,24.89,21.11,399.71,390.76,13.643,14.789,50.81,55,300.2,1799,97.84,"MMSF_Pstr_2"
"8",6.89,0.0332,237,0.586,1.71,6,0.5,2.25,21.86,24.88,21.11,599.16,584.71,13.637,14.791,50.79,55.01,300.2,1799,97.83,"MMSF_Pstr_2"
"9",9.45,0.0338,311,0.596,1.71,6,0.5,2.25,21.86,24.88,21.11,799.12,779.3,13.633,14.807,50.78,55.07,300.2,1799,97.83,"MMSF_Pstr_2"
"10",12.1,0.0349,391,0.613,1.7,6,0.5,2.25,21.86,24.86,21.11,999.22,973.77,13.63,14.836,50.77,55.18,300.2,1799,97.83,"MMSF_Pstr_2"
"11",14.7,0.0364,489,0.643,1.71,6,0.5,2.25,22.13,24.95,21.5,1198.97,1168.04,13.623,14.888,49.9,54.46,300.2,1799,97.83,"MMSF_Pstr_2"
"12",17.7,0.038,675,0.672,1.72,6,0.5,2.25,22.16,24.99,21.5,1499.39,1462,13.61,14.933,49.78,54.53,300.2,1799,97.83,"MMSF_Pstr_2"
"13",20.3,0.04,1090,0.705,1.71,6,0.5,2.25,22.17,25,21.5,1998.37,1954.99,13.598,14.986,49.7,54.69,300.2,1799,97.83,"MMSF_Pstr_2"
