"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",1.03,0.0111,239,0.194,1.7,6,0.5,2.25,23.46,25.37,23.11,399.74,397.52,15.226,15.608,52.2,53.51,299.6,1800,99.37,"Blandy_Iopa_3"
"2",0.556,0.0092,195,0.155,1.64,6,0.5,2.25,22.48,25.03,21.74,299.85,298.64,15.246,15.551,55.49,56.56,299.6,1800,99.37,"Blandy_Iopa_3"
"3",0.108,0.00962,176,0.16,1.62,6,0.5,2.25,22.39,24.94,21.77,199.54,199.26,15.23,15.546,55.72,56.84,299.6,1800,99.37,"Blandy_Iopa_3"
"4",-0.205,0.0106,128,0.175,1.61,6,0.5,2.25,22.43,24.85,21.96,99.61,99.98,15.201,15.545,55.49,56.71,299.6,1800,99.37,"Blandy_Iopa_3"
"5",-0.403,0.0107,109,0.177,1.61,6,0.5,2.25,22.76,24.86,22.35,49.97,50.76,15.183,15.533,54.35,55.56,299.6,1800,99.37,"Blandy_Iopa_3"
"6",1.08,0.0106,226,0.178,1.63,6,0.5,2.25,22.74,24.96,22.39,400.15,397.85,15.158,15.508,54.3,55.52,299.6,1800,99.36,"Blandy_Iopa_3"
"7",1.08,0.0108,229,0.18,1.63,6,0.5,2.25,22.78,24.92,22.35,399.46,397.15,15.13,15.486,54.08,55.32,299.6,1801,99.36,"Blandy_Iopa_3"
"8",1.73,0.01,308,0.168,1.63,6,0.5,2.25,22.64,24.91,22.15,600.9,597.24,15.106,15.436,54.42,55.58,299.6,1800,99.36,"Blandy_Iopa_3"
"9",2.44,0.0102,394,0.174,1.66,6,0.5,2.25,22.95,25.04,22.55,799.84,794.67,15.06,15.403,53.27,54.44,299.6,1800,99.35,"Blandy_Iopa_3"
"10",3.09,0.00932,442,0.157,1.64,6,0.5,2.25,22.44,24.9,21.77,999.66,993.17,15.035,15.344,54.84,55.93,299.6,1800,99.35,"Blandy_Iopa_3"
"11",3.64,0.00956,557,0.159,1.62,6,0.5,2.25,22.46,24.81,21.95,1200.23,1192.55,15.008,15.322,54.67,55.77,299.6,1800,99.35,"Blandy_Iopa_3"
"12",4.59,0.0112,798,0.19,1.66,6,0.5,2.25,23.35,25.03,23.3,1499.73,1489.97,14.966,15.341,51.68,52.94,299.6,1800,99.35,"Blandy_Iopa_3"
"13",6.71,0.0098,848,0.17,1.69,6,0.5,2.25,22.9,25.1,22.33,2000.68,1986.57,14.897,15.231,52.81,54,299.6,1800,99.36,"Blandy_Iopa_3"
