"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",9.5,0.0976,211,1.53,1.58,6,0.5,2.25,25.07,25.99,24.74,399.94,379.78,15.01,18.014,46.67,56.02,300.2,1799,99.31,"Blandy_Pstr_2"
"2",6.96,0.0933,157,1.34,1.45,6,0.5,2.25,22.92,25.1,22.08,300.13,285.45,15.018,17.646,53.21,62.44,300.2,1799,99.32,"Blandy_Pstr_2"
"3",4.01,0.0906,116,1.27,1.41,6,0.5,2.25,22.78,24.85,22.09,200.97,192.47,15.065,17.552,53.93,62.67,300.2,1799,99.32,"Blandy_Pstr_2"
"4",1.07,0.0906,75.6,1.27,1.41,6,0.5,2.25,23.23,24.88,22.87,99.51,97.13,15.075,17.567,52.51,61.03,300.2,1799,99.32,"Blandy_Pstr_2"
"5",-0.308,0.0877,56,1.24,1.42,6,0.5,2.25,23.27,24.9,22.87,50.98,51.47,15.118,17.545,52.57,60.81,300.2,1800,99.32,"Blandy_Pstr_2"
"6",9.15,0.0895,204,1.26,1.42,6,0.5,2.25,23.28,24.9,22.87,399.34,380.11,15.074,17.548,52.35,60.79,300.3,1800,99.31,"Blandy_Pstr_2"
"7",9.1,0.085,197,1.21,1.43,6,0.5,2.25,23.28,24.9,22.87,399.35,380.24,15.07,17.443,52.33,60.42,300.2,1800,99.32,"Blandy_Pstr_2"
"8",13.8,0.0904,308,1.27,1.42,6,0.5,2.25,23.27,24.89,22.87,599.96,570.88,15.018,17.518,52.03,60.7,300.2,1800,99.32,"Blandy_Pstr_2"
"9",17.3,0.0827,404,1.18,1.44,6,0.5,2.25,23.27,24.88,22.87,799.67,763.26,15,17.321,51.98,60.04,300.2,1800,99.32,"Blandy_Pstr_2"
"10",20.2,0.0736,489,1.07,1.46,6,0.5,2.25,23.27,24.88,22.87,1000.58,958.14,14.977,17.086,51.91,59.24,300.3,1800,99.32,"Blandy_Pstr_2"
"11",22,0.0739,642,1.08,1.46,6,0.5,2.25,23.27,24.89,22.87,1200.2,1153.68,14.96,17.082,51.84,59.2,300.2,1800,99.32,"Blandy_Pstr_2"
"12",24.3,0.0698,849,1.03,1.48,6,0.5,2.25,23.27,24.9,22.87,1500.48,1448.9,14.939,16.967,51.77,58.8,300.2,1800,99.31,"Blandy_Pstr_2"
"13",26.6,0.0589,1170,0.894,1.51,6,0.5,2.25,23.26,24.92,22.87,2000.49,1943.79,14.916,16.673,51.7,57.79,300.2,1800,99.3,"Blandy_Pstr_2"
