"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",37.5,0.321,108,3.88,1.32,6,0.5,2.25,23.83,25.16,23.11,399.56,322.06,11.736,19.364,38.7,63.85,299.6,1800,97.77,"KBS_Zmay_9"
"2",33,0.404,77.8,4.37,1.21,6,0.5,2.25,23.3,25.21,22.13,299.89,231.73,11.944,20.523,40.65,69.85,299.6,1800,97.76,"KBS_Zmay_9"
"3",24.6,0.476,49.5,4.62,1.12,6,0.5,2.25,22.83,24.97,21.56,199.75,149.09,11.953,21.009,41.87,73.58,299.6,1800,97.77,"KBS_Zmay_9"
"4",13.9,0.566,22.4,4.9,1.03,6,0.5,2.25,23.32,24.74,22.54,99.34,70.86,11.871,21.476,40.37,73.02,299.6,1800,97.77,"KBS_Zmay_9"
"5",7.25,0.583,9.95,5.03,1.03,6,0.5,2.25,23.44,24.77,22.77,49.51,34.65,11.642,21.496,39.31,72.59,299.6,1801,97.78,"KBS_Zmay_9"
"6",0.093,0.572,-2.75,5,1.04,6,0.5,2.25,23.97,24.88,23.52,-2.31,-2.47,11.844,21.632,39.23,70.75,299.6,1800,97.77,"KBS_Zmay_9"
"7",39.1,0.61,189,5.19,1.03,6,0.5,2.25,23.79,24.96,23.12,400.95,319.32,11.754,21.922,38.87,72.5,299.6,1801,97.78,"KBS_Zmay_9"
"8",39.2,0.576,180,5.08,1.05,6,0.5,2.25,23.79,25,23.12,398.94,317.2,11.791,21.749,39.35,71.91,299.6,1801,97.79,"KBS_Zmay_9"
"9",39.7,0.512,358,4.73,1.08,6,0.5,2.25,23.18,24.84,21.75,598.93,514.49,11.919,21.183,41.36,72.65,299.6,1799,97.79,"KBS_Zmay_9"
"10",41.2,0.414,516,4.3,1.17,6,0.5,2.25,23.01,24.7,22.13,800.02,711.49,11.536,19.971,39.98,69.23,299.6,1800,97.78,"KBS_Zmay_9"
