"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",8.04,0.114,261,1.15,1,6,0.5,2.25,25.38,25.12,25.28,400.34,383.37,20.274,22.517,60.94,67.68,299.6,1800,97.77,"Guelph_Fgra_3"
"2",6.75,0.142,201,1.35,0.963,6,0.5,2.25,25.06,25.12,24.69,299.63,285.33,20.264,22.903,62.07,70.15,299.6,1800,97.77,"Guelph_Fgra_3"
"3",4.4,0.17,143,1.52,0.917,6,0.5,2.25,25.05,25.08,24.69,199.53,190.13,20.313,23.292,62.43,71.41,299.6,1800,97.77,"Guelph_Fgra_3"
"4",1.41,0.194,82.6,1.66,0.882,6,0.5,2.25,25.04,25.05,24.69,99.54,96.39,20.353,23.599,62.65,72.4,299.6,1800,97.77,"Guelph_Fgra_3"
"5",0.375,0.257,62.6,2.01,0.827,6,0.5,2.25,25.03,25.03,24.69,67.09,66.08,20.189,24.114,61.98,74.03,299.6,1800,97.78,"Guelph_Fgra_3"
"6",12.4,0.293,295,2.18,0.797,6,0.5,2.25,25.04,25.03,24.69,400.81,374.37,20.181,24.431,61.92,74.96,299.6,1800,97.77,"Guelph_Fgra_3"
"7",12.9,0.298,292,2.2,0.792,6,0.5,2.25,25.04,25.04,24.69,400.48,373.02,20.199,24.489,61.98,75.14,299.6,1801,97.77,"Guelph_Fgra_3"
"8",17.7,0.281,443,2.09,0.794,6,0.5,2.25,25.03,25.03,24.7,598.48,560.74,20.378,24.46,62.8,75.07,299.6,1800,97.76,"Guelph_Fgra_3"
"9",22.7,0.28,599,2.12,0.808,6,0.5,2.25,25.04,25.05,24.69,800.52,751.77,20.221,24.359,62.04,74.73,299.6,1800,97.76,"Guelph_Fgra_3"
"10",24.9,0.262,766,2.02,0.819,6,0.5,2.25,25.04,25.06,24.69,998.44,944.82,20.309,24.265,62.49,74.43,299.6,1800,97.76,"Guelph_Fgra_3"
"11",26.3,0.246,941,1.95,0.835,6,0.5,2.25,25.04,25.07,24.69,1199.63,1142.46,20.296,24.113,62.43,73.94,299.6,1800,97.75,"Guelph_Fgra_3"
"12",27.4,0.22,1200,1.81,0.86,6,0.5,2.25,25.04,25.07,24.69,1497.92,1437.89,20.335,23.874,62.58,73.21,299.6,1800,97.74,"Guelph_Fgra_3"
"13",29.3,0.199,1660,1.72,0.893,6,0.5,2.25,25.05,25.09,24.69,1999.55,1934.28,20.205,23.575,61.91,72.23,299.6,1799,97.74,"Guelph_Fgra_3"
