"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",2.04,0.0329,288,0.432,1.3,6,0.5,2.25,24.46,25.16,24.51,399.83,395.41,18.315,19.164,59.46,62.17,299.6,1799,99.87,"Blandy_Mgra_3"
"2",1.38,0.024,199,0.325,1.33,6,0.5,2.25,24.21,25.19,24.11,299.95,296.99,18.246,18.884,60.07,62.17,299.6,1800,99.87,"Blandy_Mgra_3"
"3",0.599,0.0221,151,0.294,1.31,6,0.5,2.25,24.03,25.06,23.92,199.49,198.18,18.254,18.833,60.79,62.68,299.6,1800,99.87,"Blandy_Mgra_3"
"4",-0.0242,0.0228,99.2,0.295,1.27,6,0.5,2.25,23.87,24.86,23.72,99.6,99.59,18.239,18.819,61.32,63.24,299.6,1799,99.87,"Blandy_Mgra_3"
"5",-0.331,0.0215,74.2,0.279,1.28,6,0.5,2.25,23.71,24.89,23.53,49.96,50.59,18.252,18.802,61.99,63.8,299.6,1799,99.87,"Blandy_Mgra_3"
"6",2.13,0.0218,233,0.281,1.27,6,0.5,2.25,23.68,24.81,23.53,400.99,396.51,18.229,18.781,62.01,63.84,299.6,1799,99.87,"Blandy_Mgra_3"
"7",2.05,0.023,245,0.298,1.27,6,0.5,2.25,23.91,24.85,23.95,400.07,395.73,18.218,18.803,61.14,63.05,299.6,1799,99.87,"Blandy_Mgra_3"
"8",3.46,0.0238,348,0.315,1.3,6,0.5,2.25,24.25,24.99,24.31,600.63,593.32,18.174,18.793,59.75,61.74,299.6,1800,99.87,"Blandy_Mgra_3"
"9",4.91,0.024,446,0.32,1.31,6,0.5,2.25,24.16,25.04,24.11,800.02,789.68,18.143,18.773,59.9,61.98,299.6,1799,99.86,"Blandy_Mgra_3"
"10",6.09,0.0219,523,0.282,1.27,6,0.5,2.25,23.45,24.78,23.13,1000.9,988.14,18.159,18.713,62.57,64.48,299.6,1799,99.86,"Blandy_Mgra_3"
"11",7.07,0.0237,684,0.302,1.25,6,0.5,2.25,23.8,24.74,23.73,1199.47,1184.59,18.2,18.793,61.45,63.41,299.6,1799,99.85,"Blandy_Mgra_3"
"12",9.11,0.0247,862,0.326,1.3,6,0.5,2.25,24,24.98,23.92,1500.15,1480.94,18.178,18.819,60.61,62.74,299.6,1800,99.86,"Blandy_Mgra_3"
"13",11.3,0.0251,1220,0.336,1.32,6,0.5,2.25,24.16,25.08,24.12,2000.71,1976.75,18.157,18.817,59.98,62.16,299.6,1800,99.85,"Blandy_Mgra_3"
