"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",13.9,0.996,333,4.8,0.671,6,0.5,2.25,24.7,24.98,25.01,399.26,367.9,15.858,25.218,50.76,80.19,300.2,1799,99.32,"Fermi_Gmax_6"
"2",10.8,0.935,248,4.74,0.693,6,0.5,2.25,24.78,25.16,25,300.15,276,16.106,25.343,51.31,80.22,300.2,1799,99.31,"Fermi_Gmax_6"
"3",6.67,0.866,167,4.46,0.688,6,0.5,2.25,24.08,25.19,23.84,200.29,185.31,16.756,25.446,55.73,83.96,300.2,1799,99.31,"Fermi_Gmax_6"
"4",1.87,0.912,89.6,4.44,0.66,6,0.5,2.25,23.89,25.11,23.65,99.54,94.96,16.922,25.573,56.8,85.34,300.2,1800,99.31,"Fermi_Gmax_6"
"5",-0.687,0.918,52.1,4.34,0.642,6,0.5,2.25,23.88,25.1,23.65,50.05,50.98,17.297,25.747,58.21,86,300.2,1799,99.31,"Fermi_Gmax_6"
"6",13,0.95,338,4.29,0.619,6,0.5,2.25,23.89,25.12,23.65,400.37,371.13,17.678,26.021,59.32,86.85,300.2,1799,99.3,"Fermi_Gmax_6"
"7",13.2,0.92,335,4.16,0.614,6,0.5,2.25,23.8,25.15,23.42,399.29,369.73,18.021,26.122,60.9,87.66,300.2,1800,99.3,"Fermi_Gmax_6"
"8",16.5,0.887,516,4.04,0.612,6,0.5,2.25,23.56,25.18,23.06,599.21,561.59,18.34,26.206,62.64,89.22,300.2,1799,99.29,"Fermi_Gmax_6"
"9",16.9,0.726,707,3.62,0.637,6,0.5,2.25,23.19,25.09,22.67,801.31,762,18.724,25.779,65.15,89.71,300.2,1800,99.29,"Fermi_Gmax_6"
"10",17.7,0.593,890,3.29,0.676,6,0.5,2.25,23.06,25.11,22.47,1000.12,958.35,19.016,25.426,66.72,89.22,300.2,1800,99.29,"Fermi_Gmax_6"
"11",18.4,0.469,1070,2.91,0.724,6,0.5,2.25,22.83,25.13,22.07,1199.77,1156.18,19.3,24.979,68.66,88.87,300.2,1799,99.29,"Fermi_Gmax_6"
"12",19.1,0.363,1340,2.51,0.773,6,0.5,2.25,22.44,25.14,21.5,1500.16,1454.67,19.622,24.507,71.48,89.29,300.2,1800,99.29,"Fermi_Gmax_6"
"13",19.8,0.302,1810,2.17,0.788,6,0.5,2.25,22.18,25.1,21.1,2000.62,1952.56,20.036,24.276,74.16,89.87,300.2,1800,99.29,"Fermi_Gmax_6"
