"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",19.2,0.16,147,2.66,1.62,10,0.5,7.2,25.09,25.5,24.98,399.78,349.41,11.932,18.456,36.59,56.59,399.8,1800,98.03,"Guelph_Pmar_1"
"2",13.9,0.162,118,2.55,1.53,10,0.5,7.2,23.28,25.05,22.27,299.33,262.8,12.036,18.301,41.38,62.54,399.8,1800,98.03,"Guelph_Pmar_1"
"3",8.5,0.162,87.6,2.5,1.51,10,0.5,7.2,23.26,24.85,22.47,199.13,176.75,12.023,18.168,41.38,62.15,399.8,1800,98.02,"Guelph_Pmar_1"
"4",2.84,0.162,60.7,2.51,1.51,10,0.5,7.2,23.27,24.86,22.47,98.87,91.2,12.005,18.164,41.29,62.1,399.8,1800,98.01,"Guelph_Pmar_1"
"5",0.0413,0.162,47.5,2.53,1.52,10,0.5,7.2,23.41,24.93,22.67,49.56,49.14,11.983,18.191,40.87,61.67,399.8,1800,98,"Guelph_Pmar_1"
"6",20.1,0.164,141,2.54,1.51,10,0.5,7.2,23.28,24.85,22.52,398.84,346.49,11.889,18.138,40.61,61.96,399.8,1800,97.99,"Guelph_Pmar_1"
"7",19.2,0.16,146,2.49,1.52,10,0.5,7.2,23.4,24.89,22.67,398.45,348.24,12.034,18.157,41.14,61.57,399.8,1800,97.99,"Guelph_Pmar_1"
"8",29.5,0.161,214,2.52,1.53,10,0.5,7.2,23.42,24.93,22.67,598.76,521.71,11.937,18.135,40.68,61.43,399.8,1800,97.99,"Guelph_Pmar_1"
"9",38.6,0.162,299,2.55,1.54,10,0.5,7.2,23.43,24.94,22.67,801.11,700.2,11.845,18.105,40.09,61.28,399.8,1800,97.98,"Guelph_Pmar_1"
"10",44,0.158,413,2.51,1.55,10,0.5,7.2,23.45,24.99,22.67,1000.23,884.52,11.893,18.056,40.22,61.07,399.8,1800,97.98,"Guelph_Pmar_1"
"11",48,0.153,540,2.45,1.57,10,0.5,7.2,23.45,25.01,22.67,1200.39,1073.67,11.932,17.96,40.35,60.73,399.8,1800,97.98,"Guelph_Pmar_1"
"12",51.7,0.145,753,2.33,1.57,10,0.5,7.2,23.16,24.87,22.28,1500.18,1362.83,11.958,17.687,41.15,60.87,399.8,1800,97.98,"Guelph_Pmar_1"
"13",54.3,0.135,1160,2.24,1.61,10,0.5,7.2,23.3,24.95,22.47,1999.58,1853.45,12.013,17.509,40.99,59.74,399.8,1800,97.98,"Guelph_Pmar_1"
