"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",16.5,0.4,282,3.39,0.94,6,0.5,2.25,23.6,25.18,23.26,398.1,362.73,16.855,23.472,56.31,77.8,300.2,1799,96.9,"GR_Ptre_5"
"2",12.3,0.401,213,3.36,0.931,6,0.5,2.25,23.4,25.09,23.06,299.99,273.62,16.826,23.386,56.79,78.46,300.2,1799,96.9,"GR_Ptre_5"
"3",7.18,0.386,148,3.25,0.928,6,0.5,2.25,23.36,25.05,23.07,200.33,184.77,17.005,23.346,57.62,78.5,300.2,1799,96.9,"GR_Ptre_5"
"4",2.05,0.389,83.6,3.25,0.923,6,0.5,2.25,23.33,25.01,23.06,99.33,94.62,16.965,23.307,57.48,78.5,300.2,1800,96.9,"GR_Ptre_5"
"5",-0.594,0.378,53.3,3.16,0.919,6,0.5,2.25,23.31,24.96,23.07,50.39,51.25,17.079,23.245,58.03,78.4,300.2,1800,96.9,"GR_Ptre_5"
"6",16.3,0.389,283,3.23,0.918,6,0.5,2.25,23.32,24.96,23.07,400.01,365.14,16.961,23.268,57.41,78.43,300.2,1799,96.9,"GR_Ptre_5"
"7",16.2,0.383,282,3.2,0.922,6,0.5,2.25,23.33,25.01,23.07,398.73,364.07,17.066,23.318,57.82,78.55,300.2,1799,96.9,"GR_Ptre_5"
"8",23.1,0.389,433,3.25,0.923,6,0.5,2.25,23.35,25.04,23.07,598.8,549.1,17.037,23.381,57.58,78.68,300.2,1800,96.9,"GR_Ptre_5"
"9",26.7,0.387,603,3.23,0.922,6,0.5,2.25,23.37,25.09,23.07,798.29,740.1,17.173,23.477,58.05,78.9,300.2,1799,96.9,"GR_Ptre_5"
"10",28.3,0.381,785,3.19,0.923,6,0.5,2.25,23.38,25.13,23.07,996.38,933.96,17.321,23.546,58.6,79.08,300.2,1799,96.9,"GR_Ptre_5"
"11",30,0.39,973,3.22,0.911,6,0.5,2.25,23.24,25.07,22.87,1197.54,1130.27,17.272,23.553,58.82,79.75,300.2,1799,96.9,"GR_Ptre_5"
"12",30.8,0.385,1260,3.15,0.903,6,0.5,2.25,23.23,25.04,22.87,1496.77,1426.21,17.421,23.573,59.47,79.89,300.2,1799,96.89,"GR_Ptre_5"
"13",33.2,0.398,1740,3.23,0.898,6,0.5,2.25,23.22,25.03,22.87,1999.33,1920.65,17.301,23.601,58.91,80.02,300.2,1799,96.89,"GR_Ptre_5"
