"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",9.75,0.361,321,3.91,1.18,6,0.5,2.25,22.37,25.14,21.27,399.16,376.73,13.229,20.873,47.55,74.55,300.2,1799,96.93,"GR_Ptre_9"
"2",7.09,0.344,241,3.75,1.18,6,0.5,2.25,22.21,25.01,21.3,299.82,283.52,13.267,20.61,48.15,74.33,300.2,1799,96.93,"GR_Ptre_9"
"3",4.06,0.329,165,3.63,1.19,6,0.5,2.25,22.16,24.97,21.31,200.53,191.04,13.309,20.419,48.43,73.86,300.2,1799,96.94,"GR_Ptre_9"
"4",0.565,0.303,92.3,3.43,1.21,6,0.5,2.25,22.14,24.98,21.31,99.38,97.58,13.542,20.263,49.54,73.39,300.2,1799,96.94,"GR_Ptre_9"
"5",-1.12,0.292,58.3,3.35,1.23,6,0.5,2.25,22.13,25,21.31,50.63,52.53,13.578,20.146,49.68,73,300.2,1799,96.94,"GR_Ptre_9"
"6",8.67,0.276,318,3.25,1.25,6,0.5,2.25,22.13,25.03,21.31,400.14,380.35,13.63,19.994,49.86,72.45,300.2,1800,96.94,"GR_Ptre_9"
"7",8.77,0.266,314,3.19,1.26,6,0.5,2.25,22.14,25.07,21.31,399.32,379.38,13.653,19.9,49.92,72.09,300.2,1800,96.94,"GR_Ptre_9"
"8",11.3,0.236,477,2.97,1.31,6,0.5,2.25,22.13,25.11,21.31,598.09,572.12,13.673,19.492,50,70.67,300.2,1800,96.93,"GR_Ptre_9"
"9",13.1,0.184,630,2.53,1.41,6,0.5,2.25,22.08,25.11,21.31,799.04,768.89,13.545,18.512,49.54,67.32,300.2,1801,96.93,"GR_Ptre_9"
"10",13.9,0.143,781,2.11,1.49,6,0.5,2.25,22.06,25.15,21.31,998.13,966.36,13.574,17.724,49.72,64.52,300.2,1801,96.93,"GR_Ptre_9"
"11",14.8,0.113,918,1.78,1.57,6,0.5,2.25,21.62,25.18,20.51,1199.04,1165.3,13.482,16.976,50.61,63.47,300.2,1800,96.93,"GR_Ptre_9"
"12",15,0.0845,1140,1.4,1.63,6,0.5,2.25,21.4,25.13,20.33,1497.91,1463.84,13.505,16.264,51.38,61.63,300.2,1800,96.93,"GR_Ptre_9"
"13",16.1,0.0636,1500,1.11,1.69,6,0.5,2.25,21.24,25.11,20.13,1999.21,1962.6,13.387,15.563,51.23,59.56,300.2,1799,96.93,"GR_Ptre_9"
