"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",10.5,0.0604,87.3,1.1,1.74,10,0.5,7.2,25,25.1,25.01,400.1,372.93,14.457,17.158,44.39,52.6,399.8,1800,97.49,"GR_Llar_1"
"2",5.48,0.0544,117,0.995,1.75,10,0.5,7.2,24.89,25.11,24.82,299.95,285.53,14.675,17.121,45.43,52.86,399.8,1800,97.49,"GR_Llar_1"
"3",2.42,0.0422,98,0.793,1.79,10,0.5,7.2,24.88,25.1,24.82,200.97,194.53,14.809,16.758,45.87,51.76,399.8,1800,97.49,"GR_Llar_1"
"4",0.372,0.0377,80.1,0.717,1.82,10,0.5,7.2,24.89,25.14,24.82,99.73,98.62,14.853,16.618,45.94,51.28,399.8,1800,97.49,"GR_Llar_1"
"5",-0.353,0.0393,64.2,0.739,1.79,10,0.5,7.2,24.75,25.1,24.63,50.72,51.51,14.947,16.764,46.61,52.17,399.8,1800,97.49,"GR_Llar_1"
"6",8.15,0.0468,92.8,0.851,1.74,10,0.5,7.2,24.58,24.99,24.43,401.14,379.94,14.95,17.043,47.01,53.59,399.8,1800,97.48,"GR_Llar_1"
"7",8.05,0.0507,116,0.909,1.72,10,0.5,7.2,24.57,24.98,24.44,399.53,378.53,14.986,17.22,47.13,54.16,399.8,1800,97.48,"GR_Llar_1"
"8",15,0.0586,137,1.01,1.66,10,0.5,7.2,24.42,24.91,24.24,599.71,560.65,15.151,17.641,48.22,55.99,399.8,1800,97.47,"GR_Llar_1"
"9",23.5,0.0684,172,1.15,1.61,10,0.5,7.2,24.43,24.93,24.24,798.73,737.89,15.284,18.106,48.63,57.43,399.8,1800,97.48,"GR_Llar_1"
"10",31.6,0.0775,239,1.25,1.55,10,0.5,7.2,24.28,24.85,24.04,996.06,914.04,15.465,18.531,49.71,59.32,399.8,1800,97.48,"GR_Llar_1"
"11",41.3,0.0893,323,1.4,1.51,10,0.5,7.2,24.42,24.9,24.24,1196.75,1089.56,15.499,18.946,49.37,60.13,399.8,1800,97.48,"GR_Llar_1"
"12",52.9,0.102,501,1.56,1.47,10,0.5,7.2,24.42,24.89,24.24,1499.35,1361.6,15.473,19.304,49.1,61.26,399.8,1800,97.48,"GR_Llar_1"
"13",60.5,0.11,915,1.65,1.44,10,0.5,7.2,24.42,24.89,24.24,1999.02,1840.01,15.519,19.553,49.26,62.06,399.8,1800,97.48,"GR_Llar_1"
