"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",18.4,0.447,276,4.72,1.21,6,0.5,2.25,24.41,24.91,23.91,399.43,359.2,10.597,19.856,34.27,63.61,299.6,1799,98.34,"KBS_Qrub_2"
"2",13.8,0.441,206,4.66,1.21,6,0.5,2.25,24.31,24.84,23.91,299.48,269.32,10.562,19.712,34.36,63.53,299.6,1799,98.33,"KBS_Qrub_2"
"3",8.53,0.434,141,4.62,1.22,6,0.5,2.25,24.42,24.85,24.11,199.51,180.76,10.62,19.692,34.43,63.03,299.6,1799,98.33,"KBS_Qrub_2"
"4",2.91,0.443,78.8,4.68,1.21,6,0.5,2.25,24.45,24.88,24.11,99.52,92.82,10.592,19.78,34.31,63.23,299.6,1801,98.33,"KBS_Qrub_2"
"5",0.00337,0.457,48.5,4.81,1.21,6,0.5,2.25,24.58,24.94,24.3,49.94,49.45,10.446,19.891,33.46,63.09,299.6,1801,98.33,"KBS_Qrub_2"
"6",18.3,0.474,282,4.88,1.19,6,0.5,2.25,24.59,24.88,24.3,401.03,360.82,10.378,19.959,33.23,63.27,299.6,1801,98.33,"KBS_Qrub_2"
"7",18.4,0.477,280,4.91,1.19,6,0.5,2.25,24.59,24.89,24.3,399.41,359.11,10.354,19.986,33.15,63.34,299.6,1801,98.33,"KBS_Qrub_2"
"8",24.7,0.469,436,4.89,1.21,6,0.5,2.25,24.6,24.93,24.3,599.93,545.12,10.326,19.924,33.03,63.1,299.6,1800,98.32,"KBS_Qrub_2"
"9",28,0.406,596,4.6,1.28,6,0.5,2.25,24.53,25.02,24.1,799.85,737,10.316,19.357,33.12,61.57,299.6,1800,98.32,"KBS_Qrub_2"
"10",29.9,0.341,756,4.16,1.35,6,0.5,2.25,24.08,24.87,23.52,1000.69,932.99,10.224,18.396,33.4,60.12,299.6,1800,98.33,"KBS_Qrub_2"
"11",30.6,0.261,899,3.58,1.47,6,0.5,2.25,24.07,24.98,23.52,1199.59,1130.13,10.301,17.345,33.94,56.73,299.6,1800,98.32,"KBS_Qrub_2"
"12",32.1,0.191,1110,2.92,1.59,6,0.5,2.25,23.66,24.9,22.92,1500.79,1428.2,10.238,15.988,34.31,53.6,299.6,1799,98.33,"KBS_Qrub_2"
"13",32.9,0.142,1490,2.38,1.71,6,0.5,2.25,23.85,24.99,23.34,2000.23,1925.25,10.252,14.945,34.01,49.52,299.6,1799,98.33,"KBS_Qrub_2"
