"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",15.5,0.209,231,2.64,1.33,6,0.5,2.25,21.03,25.21,19.6,398.61,365.67,13.868,19.045,55.28,75.46,299.6,1801,99.09,"BNZ_Ptre_9"
"2",11.8,0.213,174,2.62,1.3,6,0.5,2.25,20.97,25,19.8,299.56,274.57,13.85,18.99,55.34,75.54,299.6,1800,99.09,"BNZ_Ptre_9"
"3",7.29,0.208,120,2.53,1.28,6,0.5,2.25,20.65,24.86,19.41,199.5,183.98,13.953,18.916,56.92,76.72,299.6,1801,99.09,"BNZ_Ptre_9"
"4",2.54,0.212,71.4,2.55,1.27,6,0.5,2.25,20.85,24.86,19.81,99.43,93.86,13.98,18.993,56.34,76.09,299.6,1801,99.09,"BNZ_Ptre_9"
"5",0.0483,0.22,48,2.62,1.26,6,0.5,2.25,21,24.89,20,49.73,49.37,13.999,19.141,55.9,75.97,299.6,1801,99.08,"BNZ_Ptre_9"
"6",16.8,0.247,239,2.82,1.22,6,0.5,2.25,21.55,24.88,20.78,399.26,363.61,14.004,19.538,54.11,75.01,299.6,1801,99.08,"BNZ_Ptre_9"
"7",17.1,0.255,240,2.89,1.22,6,0.5,2.25,21.6,24.94,20.78,399.26,363.01,14.02,19.695,53.99,75.34,299.6,1800,99.08,"BNZ_Ptre_9"
"8",25.5,0.288,380,3.13,1.18,6,0.5,2.25,21.66,24.95,20.8,600.33,545.87,13.924,20.064,53.08,76.49,299.6,1800,99.08,"BNZ_Ptre_9"
"9",30.4,0.304,543,3.23,1.16,6,0.5,2.25,21.85,25.01,20.98,798.88,733.27,14.034,20.368,53.18,76.76,299.6,1800,99.07,"BNZ_Ptre_9"
"10",33.6,0.315,721,3.31,1.16,6,0.5,2.25,21.76,25.03,20.78,1001.18,927.74,13.983,20.483,52.99,77.63,299.6,1800,99.07,"BNZ_Ptre_9"
"11",34.4,0.315,908,3.29,1.15,6,0.5,2.25,21.72,25.04,20.78,1198.99,1122.66,14.091,20.551,53.79,78.03,299.6,1800,99.07,"BNZ_Ptre_9"
"12",36.8,0.323,1190,3.35,1.14,6,0.5,2.25,21.73,25.04,20.78,1500.04,1416.76,14.038,20.618,53.38,78.26,299.6,1800,99.07,"BNZ_Ptre_9"
"13",37.7,0.322,1670,3.3,1.13,6,0.5,2.25,21.3,24.91,20.2,2000.35,1912.28,14.04,20.513,54.71,79.91,299.6,1800,99.07,"BNZ_Ptre_9"
