"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",12.4,0.514,321,3.82,0.86,6,0.5,2.25,25.18,24.82,25.68,399.19,371.62,16.121,23.583,49.05,71.09,299.6,1799,96.91,"GR_Pbal_3"
"2",9.07,0.507,241,3.86,0.879,6,0.5,2.25,25.38,24.99,25.87,298.82,278.51,16.19,23.732,48.68,70.7,299.6,1799,96.91,"GR_Pbal_3"
"3",5.26,0.501,165,3.87,0.888,6,0.5,2.25,25.42,25.09,25.87,199.2,187.2,16.265,23.828,48.79,70.81,299.6,1799,96.91,"GR_Pbal_3"
"4",1.27,0.495,89.7,3.85,0.892,6,0.5,2.25,25.33,25.13,25.67,99.3,96.01,16.344,23.865,49.3,71.33,299.6,1799,96.91,"GR_Pbal_3"
"5",-0.781,0.492,53,3.81,0.889,6,0.5,2.25,25.31,25.12,25.68,49.52,50.7,16.427,23.877,49.61,71.46,299.6,1799,96.91,"GR_Pbal_3"
"6",11.4,0.479,323,3.73,0.89,6,0.5,2.25,25.3,25.1,25.68,399.01,373.34,16.534,23.828,49.95,71.35,299.6,1799,96.91,"GR_Pbal_3"
"7",11.7,0.474,321,3.71,0.891,6,0.5,2.25,25.3,25.11,25.68,399.04,372.78,16.578,23.823,50.08,71.34,299.6,1799,96.91,"GR_Pbal_3"
"8",15.4,0.458,493,3.63,0.899,6,0.5,2.25,25.29,25.12,25.68,598.94,563.92,16.662,23.764,50.33,71.17,299.6,1799,96.91,"GR_Pbal_3"
"9",17.5,0.438,674,3.55,0.911,6,0.5,2.25,25.29,25.13,25.68,799.24,758.83,16.733,23.67,50.53,70.89,299.6,1799,96.91,"GR_Pbal_3"
"10",18.5,0.372,850,3.25,0.96,6,0.5,2.25,24.11,25.14,23.91,998.93,955.55,16.82,23.186,54.49,74.53,299.6,1800,96.92,"GR_Pbal_3"
"11",19.9,0.41,1040,3.28,0.89,6,0.5,2.25,24.89,24.85,25.29,1197.45,1150.13,16.919,23.331,52.3,71.57,299.6,1800,96.92,"GR_Pbal_3"
"12",20.9,0.386,1330,3.23,0.925,6,0.5,2.25,24.98,25.02,25.29,1498.5,1447.29,16.991,23.317,52.25,71.17,299.6,1800,96.92,"GR_Pbal_3"
"13",22.7,0.376,1800,3.27,0.956,6,0.5,2.25,25.02,25.15,25.28,1999.89,1941.76,16.841,23.235,51.27,70.75,299.6,1799,96.92,"GR_Pbal_3"
