"","X","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",1,6.32267917530272,0.0890149449110941,254,0.988327697174648,1.13,9.167,0.5,2.25,25.19,25.1,25.28,399.76,379.27,17.89,20.845,55.3,64.26,299.6,1801,99.14,"BNZ_Pgla_5"
"2",2,4.6863750409076,0.08705137994982,189,0.968692047561907,1.14,9.167,0.5,2.25,24.94,25.13,24.69,299.57,284.4,17.942,20.836,56.33,65.2,299.6,1799,99.14,"BNZ_Pgla_5"
"3",3,2.9126213592233,0.0877059016035781,131,0.975237264099487,1.14,9.167,0.5,2.25,24.91,25.12,24.69,199.22,189.74,17.943,20.861,56.42,65.38,299.6,1799,99.14,"BNZ_Pgla_5"
"4",4,0.929420748336424,0.0890149449110941,76.9,0.981782480637068,1.13,9.167,0.5,2.25,24.8,25.11,24.5,99.3,96.17,17.974,20.906,56.9,65.97,299.6,1800,99.13,"BNZ_Pgla_5"
"5",5,-0.0949056397949165,0.0916330315261263,50.7,1.00141813024981,1.12,9.167,0.5,2.25,24.78,25.1,24.5,49.75,49.88,17.962,20.958,56.88,66.18,299.6,1800,99.13,"BNZ_Pgla_5"
"6",6,6.74157303370787,0.0929420748336424,249,1.00796334678739,1.12,9.167,0.5,2.25,24.79,25.13,24.5,399.68,377.85,17.997,21.026,56.95,66.36,299.6,1800,99.13,"BNZ_Pgla_5"
"7",7,6.80702519908367,0.0935965964874005,250,1.02105377986255,1.12,9.167,0.5,2.25,24.8,25.15,24.5,399.72,377.81,18.018,21.067,56.99,66.45,299.6,1799,99.12,"BNZ_Pgla_5"
"8",8,9.88327697174648,0.0942511181411585,382,1.00796334678739,1.1,9.167,0.5,2.25,24.66,25.07,24.3,600.01,568.1,18.053,21.08,57.58,67.05,299.6,1799,99.12,"BNZ_Pgla_5"
"9",9,11.9122940983964,0.0929420748336424,533,0.994872913712229,1.1,9.167,0.5,2.25,24.64,25.04,24.3,798.84,760.11,18.107,21.087,57.85,67.15,299.6,1800,99.12,"BNZ_Pgla_5"
"10",10,14.0067633904222,0.0962146831024326,693,1.02105377986255,1.09,9.167,0.5,2.25,24.63,25,24.3,999.77,953.85,18.018,21.083,57.52,67.18,299.6,1800,99.12,"BNZ_Pgla_5"
"11",11,14.5303807134286,0.0942511181411585,872,0.994872913712229,1.09,9.167,0.5,2.25,24.62,24.98,24.3,1198.59,1150.67,18.091,21.073,57.87,67.18,299.6,1801,99.11,"BNZ_Pgla_5"
"12",12,15.8394240209447,0.0955601614486746,1140,1.01450856332497,1.09,9.167,0.5,2.25,24.63,25.01,24.3,1498.82,1445.96,18.046,21.087,57.65,67.19,299.6,1800,99.11,"BNZ_Pgla_5"
"13",13,16.755754336206,0.0981782480637068,1620,1.04068942947529,1.09,9.167,0.5,2.25,24.63,25.02,24.3,2000.41,1942.9,17.987,21.105,57.3,67.24,299.6,1800,99.1,"BNZ_Pgla_5"
